,sourceIP,destIP,numOfRequest,time,acceptanceRate,is_attack,is_attack_supervised,likelihood
13143,172.16.1.52,172.16.1.196,695.0,1612984453.0,100.0,1,1.0,0.2883817427385892
13140,172.16.1.196,172.16.1.52,695.0,1612984453.0,100.0,1,1.0,0.2883817427385892
9223,172.16.1.196,172.16.1.52,676.0,1612983157.0,100.0,1,1.0,0.2804979253112033
862,172.16.1.52,50.245.225.205,416.0,1612980908.0,100.0,1,1.0,0.17261410788381742
863,50.245.225.205,172.16.1.52,416.0,1612980908.0,100.0,1,1.0,0.17261410788381742
9132,172.16.1.52,172.16.1.196,628.0,1612983120.0,100.0,1,1.0,0.26058091286307056
13349,172.16.1.52,172.16.1.196,598.0,1612984509.0,100.0,1,1.0,0.24813278008298756
13370,172.16.1.52,172.16.1.196,614.0,1612984512.0,100.0,1,1.0,0.25477178423236513
13367,172.16.1.196,172.16.1.52,614.0,1612984512.0,100.0,1,1.0,0.25477178423236513
9069,172.16.1.196,172.16.1.52,841.0,1612983104.0,100.0,1,1.0,0.34896265560165973
9072,172.16.1.52,172.16.1.196,841.0,1612983104.0,100.0,1,1.0,0.34896265560165973
9077,172.16.1.196,172.16.1.52,639.0,1612983108.0,100.0,1,1.0,0.26514522821576764
9078,172.16.1.52,172.16.1.196,639.0,1612983108.0,100.0,1,1.0,0.26514522821576764
13347,172.16.1.196,172.16.1.52,598.0,1612984509.0,100.0,1,1.0,0.24813278008298756
9131,172.16.1.196,172.16.1.52,628.0,1612983120.0,100.0,1,1.0,0.26058091286307056
13333,172.16.1.52,172.16.1.196,1030.0,1612984501.0,100.0,1,1.0,0.42738589211618255
13331,172.16.1.196,172.16.1.52,1030.0,1612984501.0,100.0,1,1.0,0.42738589211618255
13307,172.16.1.52,172.16.1.196,646.0,1612984489.0,100.0,1,1.0,0.2680497925311203
13302,172.16.1.196,172.16.1.52,646.0,1612984489.0,100.0,1,1.0,0.2680497925311203
13293,172.16.1.52,172.16.1.196,618.0,1612984488.0,100.0,1,1.0,0.2564315352697095
13291,172.16.1.196,172.16.1.52,618.0,1612984488.0,100.0,1,1.0,0.2564315352697095
15520,172.16.1.196,172.16.1.52,443.0,1612985100.0,100.0,1,1.0,0.18381742738589213
15523,172.16.1.52,172.16.1.196,443.0,1612985100.0,100.0,1,1.0,0.18381742738589213
15536,172.16.1.196,172.16.1.52,847.0,1612985102.0,100.0,1,1.0,0.3514522821576763
17884,172.16.1.196,172.16.1.52,1124.0,1612985781.0,100.0,1,1.0,0.46639004149377594
17875,172.16.1.196,172.16.1.52,800.0,1612985780.0,100.0,1,1.0,0.33195020746887965
17860,172.16.1.52,172.16.1.196,1204.0,1612985769.0,100.0,1,1.0,0.4995850622406639
17859,172.16.1.196,172.16.1.52,1204.0,1612985769.0,100.0,1,1.0,0.4995850622406639
17852,172.16.1.52,172.16.1.196,1156.0,1612985768.0,100.0,1,1.0,0.47966804979253114
17851,172.16.1.196,172.16.1.52,1156.0,1612985768.0,100.0,1,1.0,0.47966804979253114
17823,172.16.1.52,172.16.1.196,1282.0,1612985757.0,100.0,1,1.0,0.5319502074688797
17821,172.16.1.196,172.16.1.52,1282.0,1612985757.0,100.0,1,1.0,0.5319502074688797
17817,172.16.1.52,172.16.1.196,1282.0,1612985756.0,100.0,1,1.0,0.5319502074688797
17814,172.16.1.196,172.16.1.52,1282.0,1612985756.0,100.0,1,1.0,0.5319502074688797
17759,172.16.1.52,172.16.1.196,1562.0,1612985741.0,100.0,1,1.0,0.6481327800829876
17757,172.16.1.196,172.16.1.52,1562.0,1612985741.0,100.0,1,1.0,0.6481327800829876
17751,172.16.1.52,172.16.1.196,1564.0,1612985740.0,100.0,1,1.0,0.6489626556016598
17750,172.16.1.196,172.16.1.52,1564.0,1612985740.0,100.0,1,1.0,0.6489626556016598
17697,172.16.1.52,172.16.1.196,2410.0,1612985728.0,100.0,1,1.0,1.0
17696,172.16.1.196,172.16.1.52,2410.0,1612985728.0,100.0,1,1.0,1.0
17878,172.16.1.52,172.16.1.196,800.0,1612985780.0,100.0,1,1.0,0.33195020746887965
17886,172.16.1.52,172.16.1.196,1124.0,1612985781.0,100.0,1,1.0,0.46639004149377594
18106,172.16.1.52,172.16.1.196,1058.0,1612985832.0,100.0,1,1.0,0.43900414937759336
2396,172.16.1.52,50.245.225.205,441.0,1612981189.0,100.0,1,1.0,0.1829875518672199
18088,172.16.1.52,172.16.1.196,1234.0,1612985828.0,100.0,1,1.0,0.5120331950207468
18087,172.16.1.196,172.16.1.52,1234.0,1612985828.0,100.0,1,1.0,0.5120331950207468
18079,172.16.1.52,172.16.1.196,782.0,1612985825.0,100.0,1,1.0,0.3244813278008299
18076,172.16.1.196,172.16.1.52,782.0,1612985825.0,100.0,1,1.0,0.3244813278008299
18042,172.16.1.52,172.16.1.196,608.0,1612985816.0,100.0,1,1.0,0.25228215767634854
18041,172.16.1.196,172.16.1.52,608.0,1612985816.0,100.0,1,1.0,0.25228215767634854
18030,172.16.1.52,172.16.1.196,561.0,1612985812.0,100.0,1,1.0,0.23278008298755187
18027,172.16.1.196,172.16.1.52,561.0,1612985812.0,100.0,1,1.0,0.23278008298755187
17979,172.16.1.52,172.16.1.196,795.0,1612985800.0,100.0,1,1.0,0.32987551867219916
17978,172.16.1.196,172.16.1.52,795.0,1612985800.0,100.0,1,1.0,0.32987551867219916
17942,172.16.1.52,172.16.1.196,654.0,1612985793.0,100.0,1,1.0,0.2713692946058091
17940,172.16.1.196,172.16.1.52,654.0,1612985793.0,100.0,1,1.0,0.2713692946058091
2402,50.245.225.205,172.16.1.52,441.0,1612981189.0,100.0,1,1.0,0.1829875518672199
17933,172.16.1.52,172.16.1.196,1176.0,1612985788.0,100.0,1,1.0,0.4879668049792531
17932,172.16.1.196,172.16.1.52,1176.0,1612985788.0,100.0,1,1.0,0.4879668049792531
17651,172.16.1.52,172.16.1.196,1276.0,1612985717.0,100.0,1,1.0,0.5294605809128631
17650,172.16.1.196,172.16.1.52,1276.0,1612985717.0,100.0,1,1.0,0.5294605809128631
17644,172.16.1.52,172.16.1.196,1244.0,1612985716.0,100.0,1,1.0,0.5161825726141079
17643,172.16.1.196,172.16.1.52,1244.0,1612985716.0,100.0,1,1.0,0.5161825726141079
17423,172.16.1.52,172.16.1.196,1716.0,1612985661.0,100.0,1,1.0,0.7120331950207469
17421,172.16.1.196,172.16.1.52,1716.0,1612985661.0,100.0,1,1.0,0.7120331950207469
17405,172.16.1.52,172.16.1.196,1284.0,1612985656.0,100.0,1,1.0,0.5327800829875519
17404,172.16.1.196,172.16.1.52,1284.0,1612985656.0,100.0,1,1.0,0.5327800829875519
17373,172.16.1.52,172.16.1.196,1292.0,1612985649.0,100.0,1,1.0,0.5360995850622406
17370,172.16.1.196,172.16.1.52,1292.0,1612985649.0,100.0,1,1.0,0.5360995850622406
17349,172.16.1.52,172.16.1.196,1782.0,1612985640.0,100.0,1,1.0,0.7394190871369295
17346,172.16.1.196,172.16.1.52,1782.0,1612985640.0,100.0,1,1.0,0.7394190871369295
17326,172.16.1.52,172.16.1.196,1332.0,1612985636.0,100.0,1,1.0,0.5526970954356847
17323,172.16.1.196,172.16.1.52,1332.0,1612985636.0,100.0,1,1.0,0.5526970954356847
17300,172.16.1.52,172.16.1.196,1166.0,1612985628.0,100.0,1,1.0,0.4838174273858921
17299,172.16.1.196,172.16.1.52,1166.0,1612985628.0,100.0,1,1.0,0.4838174273858921
17287,172.16.1.52,172.16.1.196,1240.0,1612985624.0,100.0,1,1.0,0.5145228215767634
17285,172.16.1.196,172.16.1.52,1240.0,1612985624.0,100.0,1,1.0,0.5145228215767634
17271,172.16.1.52,172.16.1.196,866.0,1612985620.0,100.0,1,1.0,0.35933609958506224
2271,172.16.1.52,50.245.225.205,510.0,1612981169.0,100.0,1,1.0,0.21161825726141079
17449,172.16.1.196,172.16.1.52,1352.0,1612985668.0,100.0,1,1.0,0.5609958506224066
17450,172.16.1.52,172.16.1.196,1352.0,1612985668.0,100.0,1,1.0,0.5609958506224066
17574,172.16.1.52,172.16.1.196,604.0,1612985693.0,100.0,1,1.0,0.25062240663900415
17606,172.16.1.52,172.16.1.196,1200.0,1612985704.0,100.0,1,1.0,0.4979253112033195
17604,172.16.1.196,172.16.1.52,1200.0,1612985704.0,100.0,1,1.0,0.4979253112033195
17595,50.230.35.38,172.16.1.96,504.0,1612985701.0,100.0,1,1.0,0.2091286307053942
17594,172.16.1.96,50.230.35.38,504.0,1612985701.0,100.0,1,1.0,0.2091286307053942
17592,172.16.1.52,172.16.1.196,1634.0,1612985701.0,100.0,1,1.0,0.6780082987551868
17590,172.16.1.196,172.16.1.52,1634.0,1612985701.0,100.0,1,1.0,0.6780082987551868
17573,172.16.1.196,172.16.1.52,604.0,1612985693.0,100.0,1,1.0,0.25062240663900415
2274,50.245.225.205,172.16.1.52,510.0,1612981169.0,100.0,1,1.0,0.21161825726141079
17561,172.16.1.52,172.16.1.196,612.0,1612985689.0,100.0,1,1.0,0.25394190871369293
17560,172.16.1.196,172.16.1.52,612.0,1612985689.0,100.0,1,1.0,0.25394190871369293
17529,172.16.1.52,172.16.1.196,561.0,1612985680.0,100.0,1,1.0,0.23278008298755187
17527,172.16.1.196,172.16.1.52,561.0,1612985680.0,100.0,1,1.0,0.23278008298755187
17497,172.16.1.52,172.16.1.196,566.0,1612985676.0,100.0,1,1.0,0.23485477178423236
17496,172.16.1.196,172.16.1.52,566.0,1612985676.0,100.0,1,1.0,0.23485477178423236
18103,172.16.1.196,172.16.1.52,1058.0,1612985832.0,100.0,1,1.0,0.43900414937759336
18125,172.16.1.196,172.16.1.52,1230.0,1612985840.0,100.0,1,1.0,0.5103734439834025
15538,172.16.1.52,172.16.1.196,847.0,1612985102.0,100.0,1,1.0,0.3514522821576763
18830,172.16.1.52,172.16.1.196,620.0,1612986076.0,100.0,1,1.0,0.2572614107883817
18811,172.16.1.52,172.16.1.196,783.0,1612986065.0,100.0,1,1.0,0.324896265560166
18809,172.16.1.196,172.16.1.52,783.0,1612986065.0,100.0,1,1.0,0.324896265560166
18768,172.16.1.52,172.16.1.196,811.0,1612986060.0,100.0,1,1.0,0.3365145228215768
18767,172.16.1.196,172.16.1.52,811.0,1612986060.0,100.0,1,1.0,0.3365145228215768
18744,172.16.1.52,172.16.1.196,608.0,1612986052.0,100.0,1,1.0,0.25228215767634854
18740,172.16.1.196,172.16.1.52,608.0,1612986052.0,100.0,1,1.0,0.25228215767634854
18727,172.16.1.52,172.16.1.196,598.0,1612986048.0,100.0,1,1.0,0.24813278008298756
18726,172.16.1.196,172.16.1.52,598.0,1612986048.0,100.0,1,1.0,0.24813278008298756
18655,172.16.1.52,172.16.1.196,607.0,1612986036.0,100.0,1,1.0,0.25186721991701244
18654,172.16.1.196,172.16.1.52,607.0,1612986036.0,100.0,1,1.0,0.25186721991701244
18650,172.16.1.52,172.16.1.196,580.0,1612986033.0,100.0,1,1.0,0.24066390041493776
18647,172.16.1.196,172.16.1.52,580.0,1612986033.0,100.0,1,1.0,0.24066390041493776
18596,172.16.1.52,172.16.1.196,570.0,1612986024.0,100.0,1,1.0,0.23651452282157676
18592,172.16.1.196,172.16.1.52,570.0,1612986024.0,100.0,1,1.0,0.23651452282157676
18567,172.16.1.52,172.16.1.196,658.0,1612986021.0,100.0,1,1.0,0.2730290456431535
18829,172.16.1.196,172.16.1.52,620.0,1612986076.0,100.0,1,1.0,0.2572614107883817
18841,172.16.1.196,172.16.1.52,582.0,1612986081.0,100.0,1,1.0,0.24149377593360996
18126,172.16.1.52,172.16.1.196,1230.0,1612985840.0,100.0,1,1.0,0.5103734439834025
18842,172.16.1.52,172.16.1.196,582.0,1612986081.0,100.0,1,1.0,0.24149377593360996
19364,73.180.143.70,172.16.1.52,596.0,1612986168.0,100.0,1,1.0,0.24730290456431536
19361,172.16.1.52,73.180.143.70,596.0,1612986168.0,100.0,1,1.0,0.24730290456431536
19313,73.180.143.70,172.16.1.52,452.0,1612986160.0,100.0,1,1.0,0.187551867219917
19302,172.16.1.52,73.180.143.70,452.0,1612986160.0,100.0,1,1.0,0.187551867219917
19216,73.180.143.70,172.16.1.52,768.0,1612986148.0,100.0,1,1.0,0.31867219917012446
19214,172.16.1.52,73.180.143.70,768.0,1612986148.0,100.0,1,1.0,0.31867219917012446
19196,73.180.143.70,172.16.1.52,501.0,1612986141.0,100.0,1,1.0,0.2078838174273859
19192,172.16.1.52,73.180.143.70,501.0,1612986141.0,100.0,1,1.0,0.2078838174273859
19111,73.180.143.70,172.16.1.52,602.0,1612986128.0,100.0,1,1.0,0.24979253112033195
19107,172.16.1.52,73.180.143.70,602.0,1612986128.0,100.0,1,1.0,0.24979253112033195
18923,10.3.252.33,172.16.1.241,2034.0,1612986097.0,0.24582104228122034,1,1.0,0.8439834024896266
18910,172.16.1.52,172.16.1.196,460.0,1612986093.0,100.0,1,1.0,0.1908713692946058
18907,172.16.1.196,172.16.1.52,460.0,1612986093.0,100.0,1,1.0,0.1908713692946058
18886,172.16.1.52,172.16.1.196,461.0,1612986089.0,100.0,1,1.0,0.1912863070539419
18885,172.16.1.196,172.16.1.52,461.0,1612986089.0,100.0,1,1.0,0.1912863070539419
18564,172.16.1.196,172.16.1.52,658.0,1612986021.0,100.0,1,1.0,0.2730290456431535
18540,172.16.1.52,172.16.1.196,584.0,1612986013.0,100.0,1,1.0,0.24232365145228216
18539,172.16.1.196,172.16.1.52,584.0,1612986013.0,100.0,1,1.0,0.24232365145228216
18509,172.16.1.52,172.16.1.196,806.0,1612986005.0,100.0,1,1.0,0.33443983402489624
18336,172.16.1.196,172.16.1.52,580.0,1612985893.0,100.0,1,1.0,0.24066390041493776
18315,172.16.1.52,172.16.1.196,545.0,1612985888.0,100.0,1,1.0,0.22614107883817428
18314,172.16.1.196,172.16.1.52,545.0,1612985888.0,100.0,1,1.0,0.22614107883817428
18312,172.16.1.52,172.16.1.196,479.0,1612985882.0,100.0,1,1.0,0.1987551867219917
18310,172.16.1.196,172.16.1.52,479.0,1612985882.0,100.0,1,1.0,0.1987551867219917
18262,172.16.1.52,172.16.1.196,435.0,1612985870.0,100.0,1,1.0,0.18049792531120332
18260,172.16.1.196,172.16.1.52,435.0,1612985870.0,100.0,1,1.0,0.18049792531120332
18251,172.16.1.52,172.16.1.196,433.0,1612985868.0,100.0,1,1.0,0.17966804979253112
18250,172.16.1.196,172.16.1.52,433.0,1612985868.0,100.0,1,1.0,0.17966804979253112
18210,172.16.1.52,172.16.1.196,455.0,1612985858.0,100.0,1,1.0,0.1887966804979253
18207,172.16.1.196,172.16.1.52,455.0,1612985858.0,100.0,1,1.0,0.1887966804979253
18199,172.16.1.52,172.16.1.196,440.0,1612985856.0,100.0,1,1.0,0.1825726141078838
18198,172.16.1.196,172.16.1.52,440.0,1612985856.0,100.0,1,1.0,0.1825726141078838
18171,172.16.1.52,172.16.1.196,962.0,1612985845.0,100.0,1,1.0,0.3991701244813278
18165,172.16.1.196,172.16.1.52,962.0,1612985845.0,100.0,1,1.0,0.3991701244813278
18341,172.16.1.52,172.16.1.196,580.0,1612985893.0,100.0,1,1.0,0.24066390041493776
18357,172.16.1.196,172.16.1.52,426.0,1612985900.0,100.0,1,1.0,0.17676348547717843
18359,172.16.1.52,172.16.1.196,426.0,1612985900.0,100.0,1,1.0,0.17676348547717843
18472,172.16.1.196,172.16.1.52,885.0,1612985965.0,100.0,1,1.0,0.36721991701244816
18505,172.16.1.196,172.16.1.52,806.0,1612986005.0,100.0,1,1.0,0.33443983402489624
18495,172.16.1.52,172.16.1.196,612.0,1612986001.0,100.0,1,1.0,0.25394190871369293
18494,172.16.1.196,172.16.1.52,612.0,1612986001.0,100.0,1,1.0,0.25394190871369293
18480,172.16.1.52,172.16.1.196,661.0,1612985968.0,100.0,1,1.0,0.27427385892116185
18479,172.16.1.196,172.16.1.52,661.0,1612985968.0,100.0,1,1.0,0.27427385892116185
18475,172.16.1.52,172.16.1.196,885.0,1612985965.0,100.0,1,1.0,0.36721991701244816
18438,172.16.1.52,172.16.1.196,629.0,1612985953.0,100.0,1,1.0,0.26099585062240666
18389,172.16.1.196,172.16.1.52,419.0,1612985905.0,100.0,1,1.0,0.17385892116182572
18436,172.16.1.196,172.16.1.52,629.0,1612985953.0,100.0,1,1.0,0.26099585062240666
18416,172.16.1.52,172.16.1.196,631.0,1612985944.0,100.0,1,1.0,0.26182572614107885
18415,172.16.1.196,172.16.1.52,631.0,1612985944.0,100.0,1,1.0,0.26182572614107885
18398,172.16.1.52,172.16.1.196,643.0,1612985908.0,100.0,1,1.0,0.26680497925311203
18397,172.16.1.196,172.16.1.52,643.0,1612985908.0,100.0,1,1.0,0.26680497925311203
18393,172.16.1.52,172.16.1.196,419.0,1612985905.0,100.0,1,1.0,0.17385892116182572
17270,172.16.1.196,172.16.1.52,866.0,1612985620.0,100.0,1,1.0,0.35933609958506224
17244,172.16.1.52,172.16.1.196,1356.0,1612985614.0,100.0,1,1.0,0.562655601659751
17239,172.16.1.196,172.16.1.52,1356.0,1612985614.0,100.0,1,1.0,0.562655601659751
16196,172.16.1.52,172.16.1.196,619.0,1612985337.0,100.0,1,1.0,0.2568464730290456
16161,172.16.1.52,172.16.1.196,658.0,1612985328.0,100.0,1,1.0,0.2730290456431535
16159,172.16.1.196,172.16.1.52,658.0,1612985328.0,100.0,1,1.0,0.2730290456431535
16144,172.16.1.52,172.16.1.196,852.0,1612985321.0,100.0,1,1.0,0.35352697095435687
16142,172.16.1.196,172.16.1.52,852.0,1612985321.0,100.0,1,1.0,0.35352697095435687
16107,172.16.1.52,172.16.1.196,634.0,1612985316.0,100.0,1,1.0,0.26307053941908715
16106,172.16.1.196,172.16.1.52,634.0,1612985316.0,100.0,1,1.0,0.26307053941908715
16081,172.16.1.52,172.16.1.196,672.0,1612985308.0,100.0,1,1.0,0.27883817427385893
16078,172.16.1.196,172.16.1.52,672.0,1612985308.0,100.0,1,1.0,0.27883817427385893
16063,172.16.1.52,172.16.1.196,698.0,1612985304.0,100.0,1,1.0,0.28962655601659754
16062,172.16.1.196,172.16.1.52,698.0,1612985304.0,100.0,1,1.0,0.28962655601659754
16036,172.16.1.52,172.16.1.196,657.0,1612985296.0,100.0,1,1.0,0.2726141078838174
16034,172.16.1.196,172.16.1.52,657.0,1612985296.0,100.0,1,1.0,0.2726141078838174
16006,172.16.1.52,172.16.1.196,653.0,1612985292.0,100.0,1,1.0,0.270954356846473
16003,172.16.1.196,172.16.1.52,652.0,1612985292.0,100.0,1,1.0,0.2705394190871369
15974,172.16.1.52,172.16.1.196,643.0,1612985249.0,100.0,1,1.0,0.26680497925311203
16194,172.16.1.196,172.16.1.52,619.0,1612985337.0,100.0,1,1.0,0.2568464730290456
16202,172.16.1.196,172.16.1.52,427.0,1612985340.0,100.0,1,1.0,0.17717842323651453
17202,172.16.1.52,172.16.1.196,1330.0,1612985608.0,100.0,1,1.0,0.5518672199170125
16203,172.16.1.52,172.16.1.196,427.0,1612985340.0,100.0,1,1.0,0.17717842323651453
16399,172.16.1.196,172.16.1.52,1292.0,1612985396.0,100.0,1,1.0,0.5360995850622406
16375,172.16.1.52,172.16.1.196,1312.0,1612985389.0,100.0,1,1.0,0.5443983402489626
16374,172.16.1.196,172.16.1.52,1312.0,1612985389.0,100.0,1,1.0,0.5443983402489626
16370,172.16.1.52,172.16.1.196,872.0,1612985388.0,100.0,1,1.0,0.36182572614107883
16369,172.16.1.196,172.16.1.52,872.0,1612985388.0,100.0,1,1.0,0.36182572614107883
16318,172.16.1.52,172.16.1.196,1304.0,1612985377.0,100.0,1,1.0,0.5410788381742738
16316,172.16.1.196,172.16.1.52,1304.0,1612985377.0,100.0,1,1.0,0.5410788381742738
16311,172.16.1.52,172.16.1.196,1270.0,1612985376.0,100.0,1,1.0,0.5269709543568465
16310,172.16.1.196,172.16.1.52,1270.0,1612985376.0,100.0,1,1.0,0.5269709543568465
16263,172.16.1.52,172.16.1.196,897.0,1612985361.0,100.0,1,1.0,0.37219917012448134
16261,172.16.1.196,172.16.1.52,897.0,1612985361.0,100.0,1,1.0,0.37219917012448134
16257,172.16.1.52,172.16.1.196,891.0,1612985360.0,100.0,1,1.0,0.36970954356846475
16255,172.16.1.196,172.16.1.52,891.0,1612985360.0,100.0,1,1.0,0.36970954356846475
16224,172.16.1.52,172.16.1.196,1361.0,1612985349.0,100.0,1,1.0,0.5647302904564315
16222,172.16.1.196,172.16.1.52,1361.0,1612985349.0,100.0,1,1.0,0.5647302904564315
15972,172.16.1.196,172.16.1.52,643.0,1612985249.0,100.0,1,1.0,0.26680497925311203
15968,172.16.1.52,172.16.1.196,612.0,1612985248.0,100.0,1,1.0,0.25394190871369293
15967,172.16.1.196,172.16.1.52,612.0,1612985248.0,100.0,1,1.0,0.25394190871369293
15936,172.16.1.52,172.16.1.196,428.0,1612985241.0,100.0,1,1.0,0.17759336099585063
15710,172.16.1.196,172.16.1.52,882.0,1612985180.0,100.0,1,1.0,0.3659751037344398
15675,172.16.1.52,172.16.1.196,682.0,1612985168.0,100.0,1,1.0,0.2829875518672199
15674,172.16.1.196,172.16.1.52,682.0,1612985168.0,100.0,1,1.0,0.2829875518672199
15657,172.16.1.52,172.16.1.196,907.0,1612985164.0,100.0,1,1.0,0.3763485477178423
15652,172.16.1.196,172.16.1.52,907.0,1612985164.0,100.0,1,1.0,0.3763485477178423
15643,172.16.1.52,172.16.1.196,680.0,1612985129.0,100.0,1,1.0,0.2821576763485477
15641,172.16.1.196,172.16.1.52,680.0,1612985129.0,100.0,1,1.0,0.2821576763485477
15635,172.16.1.52,172.16.1.196,703.0,1612985128.0,100.0,1,1.0,0.291701244813278
15633,172.16.1.196,172.16.1.52,703.0,1612985128.0,100.0,1,1.0,0.291701244813278
15608,172.16.1.52,172.16.1.196,428.0,1612985121.0,100.0,1,1.0,0.17759336099585063
15607,172.16.1.196,172.16.1.52,428.0,1612985121.0,100.0,1,1.0,0.17759336099585063
15587,172.16.1.52,172.16.1.196,692.0,1612985117.0,100.0,1,1.0,0.2871369294605809
15586,172.16.1.196,172.16.1.52,692.0,1612985117.0,100.0,1,1.0,0.2871369294605809
15561,172.16.1.52,172.16.1.196,676.0,1612985109.0,100.0,1,1.0,0.2804979253112033
15560,172.16.1.196,172.16.1.52,676.0,1612985109.0,100.0,1,1.0,0.2804979253112033
15711,172.16.1.52,172.16.1.196,882.0,1612985180.0,100.0,1,1.0,0.3659751037344398
15725,172.16.1.196,172.16.1.52,659.0,1612985182.0,100.0,1,1.0,0.27344398340248965
15727,172.16.1.52,172.16.1.196,659.0,1612985182.0,100.0,1,1.0,0.27344398340248965
15878,172.16.1.196,172.16.1.52,1296.0,1612985220.0,100.0,1,1.0,0.537759336099585
15935,172.16.1.196,172.16.1.52,428.0,1612985241.0,100.0,1,1.0,0.17759336099585063
15929,172.16.1.52,172.16.1.196,651.0,1612985237.0,100.0,1,1.0,0.2701244813278008
15928,172.16.1.196,172.16.1.52,651.0,1612985237.0,100.0,1,1.0,0.2701244813278008
15907,172.16.1.52,172.16.1.196,604.0,1612985229.0,100.0,1,1.0,0.25062240663900415
15905,172.16.1.196,172.16.1.52,604.0,1612985229.0,100.0,1,1.0,0.25062240663900415
15881,172.16.1.52,172.16.1.196,1296.0,1612985220.0,100.0,1,1.0,0.537759336099585
15842,172.16.1.52,172.16.1.196,649.0,1612985208.0,100.0,1,1.0,0.2692946058091286
15759,172.16.1.196,172.16.1.52,636.0,1612985193.0,100.0,1,1.0,0.26390041493775934
15840,172.16.1.196,172.16.1.52,649.0,1612985208.0,100.0,1,1.0,0.2692946058091286
15825,172.16.1.52,172.16.1.196,833.0,1612985205.0,100.0,1,1.0,0.34564315352697095
15823,172.16.1.196,172.16.1.52,833.0,1612985205.0,100.0,1,1.0,0.34564315352697095
15768,172.16.1.52,172.16.1.196,644.0,1612985196.0,100.0,1,1.0,0.2672199170124481
15767,172.16.1.196,172.16.1.52,644.0,1612985196.0,100.0,1,1.0,0.2672199170124481
15761,172.16.1.52,172.16.1.196,636.0,1612985193.0,100.0,1,1.0,0.26390041493775934
16400,172.16.1.52,172.16.1.196,1292.0,1612985396.0,100.0,1,1.0,0.5360995850622406
16424,172.16.1.196,172.16.1.52,639.0,1612985401.0,100.0,1,1.0,0.26514522821576764
16428,172.16.1.52,172.16.1.196,639.0,1612985401.0,100.0,1,1.0,0.26514522821576764
16870,172.16.1.196,172.16.1.52,1866.0,1612985520.0,100.0,1,1.0,0.7742738589211619
17032,172.16.1.196,172.16.1.52,1226.0,1612985565.0,100.0,1,1.0,0.5087136929460581
17002,172.16.1.52,172.16.1.196,1232.0,1612985556.0,100.0,1,1.0,0.5112033195020746
17001,172.16.1.196,172.16.1.52,1232.0,1612985556.0,100.0,1,1.0,0.5112033195020746
16998,172.16.1.52,172.16.1.196,1322.0,1612985553.0,100.0,1,1.0,0.5485477178423237
16996,172.16.1.196,172.16.1.52,1322.0,1612985553.0,100.0,1,1.0,0.5485477178423237
2079,50.245.225.205,172.16.1.52,476.0,1612981124.0,100.0,1,1.0,0.1975103734439834
2076,172.16.1.52,50.245.225.205,476.0,1612981124.0,100.0,1,1.0,0.1975103734439834
16959,172.16.1.52,172.16.1.196,816.0,1612985545.0,100.0,1,1.0,0.3385892116182573
16958,172.16.1.196,172.16.1.52,816.0,1612985545.0,100.0,1,1.0,0.3385892116182573
16953,172.16.1.52,172.16.1.196,1284.0,1612985544.0,100.0,1,1.0,0.5327800829875519
16952,172.16.1.196,172.16.1.52,1284.0,1612985544.0,100.0,1,1.0,0.5327800829875519
16907,172.16.1.52,172.16.1.196,1220.0,1612985532.0,100.0,1,1.0,0.5062240663900415
16906,172.16.1.196,172.16.1.52,1220.0,1612985532.0,100.0,1,1.0,0.5062240663900415
16903,172.16.1.52,172.16.1.196,1622.0,1612985528.0,100.0,1,1.0,0.6730290456431536
16901,172.16.1.196,172.16.1.52,1622.0,1612985528.0,100.0,1,1.0,0.6730290456431536
17034,172.16.1.52,172.16.1.196,1226.0,1612985565.0,100.0,1,1.0,0.5087136929460581
17048,172.16.1.196,172.16.1.52,1280.0,1612985568.0,100.0,1,1.0,0.5311203319502075
17049,172.16.1.52,172.16.1.196,1280.0,1612985568.0,100.0,1,1.0,0.5311203319502075
17142,172.16.1.196,172.16.1.52,1324.0,1612985596.0,100.0,1,1.0,0.5493775933609959
2184,50.245.225.205,172.16.1.52,470.0,1612981148.0,100.0,1,1.0,0.1950207468879668
17201,172.16.1.196,172.16.1.52,1330.0,1612985608.0,100.0,1,1.0,0.5518672199170125
2181,172.16.1.52,50.245.225.205,470.0,1612981148.0,100.0,1,1.0,0.1950207468879668
17159,172.16.1.52,172.16.1.196,1292.0,1612985600.0,100.0,1,1.0,0.5360995850622406
17157,172.16.1.196,172.16.1.52,1292.0,1612985600.0,100.0,1,1.0,0.5360995850622406
17143,172.16.1.52,172.16.1.196,1324.0,1612985596.0,100.0,1,1.0,0.5493775933609959
2145,50.245.225.205,172.16.1.52,463.0,1612981136.0,100.0,1,1.0,0.19211618257261412
17091,172.16.1.196,172.16.1.52,1240.0,1612985576.0,100.0,1,1.0,0.5145228215767634
17125,172.16.1.52,172.16.1.196,1302.0,1612985588.0,100.0,1,1.0,0.5402489626556016
17124,172.16.1.196,172.16.1.52,1302.0,1612985588.0,100.0,1,1.0,0.5402489626556016
2139,172.16.1.52,50.245.225.205,463.0,1612981136.0,100.0,1,1.0,0.19211618257261412
17109,172.16.1.52,172.16.1.196,1746.0,1612985581.0,100.0,1,1.0,0.7244813278008299
17107,172.16.1.196,172.16.1.52,1746.0,1612985581.0,100.0,1,1.0,0.7244813278008299
17094,172.16.1.52,172.16.1.196,1240.0,1612985576.0,100.0,1,1.0,0.5145228215767634
