,sourceIP,destIP,numOfRequest,time,acceptanceRate,is_attack,is_attack_supervised
917,194.147.140.75,172.16.1.109,1.0,2021-02-10 18:15:15,0.0,0,3.0567502356567114e-263
918,172.16.1.196,172.16.1.52,5.0,2021-02-10 18:15:20,100.0,0,2.5241236888298634e-233
919,172.16.1.52,172.16.1.196,5.0,2021-02-10 18:15:20,100.0,0,2.5241236888298634e-233
920,172.16.1.52,50.245.225.205,214.0,2021-02-10 18:15:20,100.0,0,1.6256299074533287e-70
921,50.245.225.205,172.16.1.52,214.0,2021-02-10 18:15:20,100.0,0,1.6256299074533287e-70
922,172.16.1.162,172.16.1.173,1.0,2021-02-10 18:15:21,100.0,0,1.9326384367332043e-236
923,172.16.1.173,172.16.1.162,1.0,2021-02-10 18:15:21,100.0,0,1.9326384367332043e-236
924,172.16.1.157,172.16.1.168,1.0,2021-02-10 18:15:23,100.0,0,1.9326384367332043e-236
925,172.16.1.168,172.16.1.157,1.0,2021-02-10 18:15:23,100.0,0,1.9326384367332043e-236
926,172.16.1.168,172.16.1.176,1.0,2021-02-10 18:15:23,100.0,0,1.9326384367332043e-236
927,172.16.1.176,172.16.1.168,1.0,2021-02-10 18:15:23,100.0,0,1.9326384367332043e-236
928,172.16.1.10,172.16.1.173,1.0,2021-02-10 18:15:24,100.0,0,1.9326384367332043e-236
929,172.16.1.10,172.16.1.196,6.0,2021-02-10 18:15:24,100.0,0,1.5174019495291734e-232
930,172.16.1.10,44.231.94.255,1.0,2021-02-10 18:15:24,100.0,0,1.9326384367332043e-236
931,172.16.1.10,44.237.246.197,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
932,172.16.1.157,172.16.1.168,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
933,172.16.1.162,172.16.1.168,10.0,2021-02-10 18:15:24,100.0,0,1.9818038043149715e-229
934,172.16.1.168,172.16.1.157,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
935,172.16.1.168,172.16.1.162,10.0,2021-02-10 18:15:24,100.0,0,1.9818038043149715e-229
936,172.16.1.168,172.16.1.176,1.0,2021-02-10 18:15:24,100.0,0,1.9326384367332043e-236
937,172.16.1.168,172.16.1.238,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
938,172.16.1.173,172.16.1.10,1.0,2021-02-10 18:15:24,100.0,0,1.9326384367332043e-236
939,172.16.1.176,172.16.1.168,1.0,2021-02-10 18:15:24,100.0,0,1.9326384367332043e-236
940,172.16.1.196,172.16.1.10,3.0,2021-02-10 18:15:24,100.0,0,6.984424428757537e-235
941,172.16.1.238,172.16.1.168,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
942,44.231.94.255,172.16.1.10,4.0,2021-02-10 18:15:24,100.0,0,4.198755905440192e-234
943,44.237.246.197,172.16.1.10,2.0,2021-02-10 18:15:24,100.0,0,1.1618247333171717e-235
944,172.16.1.196,172.16.1.52,11.0,2021-02-10 18:15:25,100.0,0,1.1913809808766901e-228
945,172.16.1.196,44.229.194.101,5.0,2021-02-10 18:15:25,100.0,0,2.5241236888298634e-233
946,172.16.1.196,44.231.94.255,3.0,2021-02-10 18:15:25,100.0,0,6.984424428757537e-235
947,172.16.1.196,44.237.246.197,8.0,2021-02-10 18:15:25,100.0,0,5.483787884530686e-231
948,172.16.1.52,172.16.1.196,11.0,2021-02-10 18:15:25,100.0,0,1.1913809808766901e-228
949,44.229.194.101,172.16.1.196,5.0,2021-02-10 18:15:25,100.0,0,2.5241236888298634e-233
950,44.231.94.255,172.16.1.196,3.0,2021-02-10 18:15:25,100.0,0,6.984424428757537e-235
951,44.237.246.197,172.16.1.196,8.0,2021-02-10 18:15:25,100.0,0,5.483787884530686e-231
952,172.16.1.148,172.16.1.187,2.0,2021-02-10 18:15:26,100.0,0,1.1618247333171717e-235
953,172.16.1.176,172.16.1.187,1.0,2021-02-10 18:15:26,100.0,0,1.9326384367332043e-236
954,172.16.1.178,172.16.1.224,1.0,2021-02-10 18:15:26,100.0,0,1.9326384367332043e-236
955,172.16.1.187,172.16.1.148,2.0,2021-02-10 18:15:26,100.0,0,1.1618247333171717e-235
956,172.16.1.187,172.16.1.176,1.0,2021-02-10 18:15:26,100.0,0,1.9326384367332043e-236
957,172.16.1.187,172.16.1.205,2.0,2021-02-10 18:15:26,100.0,0,1.1618247333171717e-235
958,172.16.1.205,172.16.1.187,2.0,2021-02-10 18:15:26,100.0,0,1.1618247333171717e-235
959,172.16.1.224,172.16.1.178,1.0,2021-02-10 18:15:26,100.0,0,1.9326384367332043e-236
960,172.16.1.10,172.16.1.173,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
961,172.16.1.10,172.16.1.196,11.0,2021-02-10 18:15:27,100.0,0,1.1913809808766901e-228
962,172.16.1.10,44.229.194.101,2.0,2021-02-10 18:15:27,100.0,0,1.1618247333171717e-235
963,172.16.1.10,44.231.94.255,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
964,172.16.1.10,44.237.246.197,3.0,2021-02-10 18:15:27,100.0,0,6.984424428757537e-235
965,172.16.1.173,172.16.1.10,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
966,172.16.1.187,172.16.1.205,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
967,172.16.1.196,172.16.1.10,10.0,2021-02-10 18:15:27,100.0,0,1.9818038043149715e-229
968,172.16.1.205,172.16.1.187,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
969,172.16.1.250,172.16.1.10,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
970,44.229.194.101,172.16.1.10,1.0,2021-02-10 18:15:27,100.0,0,1.9326384367332043e-236
971,44.231.94.255,172.16.1.10,2.0,2021-02-10 18:15:27,100.0,0,1.1618247333171717e-235
972,44.237.246.197,172.16.1.10,3.0,2021-02-10 18:15:27,100.0,0,6.984424428757537e-235
973,172.16.1.196,172.16.1.96,1.0,2021-02-10 18:15:28,100.0,0,1.9326384367332043e-236
974,172.16.1.96,172.16.1.196,1.0,2021-02-10 18:15:28,100.0,0,1.9326384367332043e-236
975,128.199.87.139,172.16.1.36,1.0,2021-02-10 18:15:29,0.0,0,3.0567502356567114e-263
976,172.16.1.196,172.16.1.52,24.0,2021-02-10 18:15:29,100.0,0,1.5955878769836706e-218
977,172.16.1.36,52.44.104.29,1.0,2021-02-10 18:15:29,100.0,0,1.9326384367332043e-236
978,172.16.1.52,172.16.1.196,24.0,2021-02-10 18:15:29,100.0,0,1.5955878769836706e-218
979,172.16.1.52,50.245.225.205,265.0,2021-02-10 18:15:29,100.0,0,8.699853437130753e-31
980,50.245.225.205,172.16.1.52,265.0,2021-02-10 18:15:29,100.0,0,8.699853437130753e-31
981,52.44.104.29,172.16.1.36,1.0,2021-02-10 18:15:29,100.0,0,1.9326384367332043e-236
982,172.16.1.168,172.16.1.238,1.0,2021-02-10 18:15:30,100.0,0,1.9326384367332043e-236
983,172.16.1.238,172.16.1.168,1.0,2021-02-10 18:15:30,100.0,0,1.9326384367332043e-236
984,167.248.133.22,172.16.1.109,1.0,2021-02-10 18:15:31,0.0,0,3.0567502356567114e-263
985,194.147.140.21,172.16.1.109,1.0,2021-02-10 18:15:31,0.0,0,3.0567502356567114e-263
986,206.189.215.203,172.16.1.109,1.0,2021-02-10 18:15:31,0.0,0,3.0567502356567114e-263
987,172.16.1.176,172.16.1.178,1.0,2021-02-10 18:15:32,100.0,0,1.9326384367332043e-236
988,172.16.1.178,172.16.1.176,1.0,2021-02-10 18:15:32,100.0,0,1.9326384367332043e-236
989,172.16.1.10,172.16.1.196,16.0,2021-02-10 18:15:33,100.0,0,9.354071556549641e-225
990,172.16.1.10,35.168.5.6,1.0,2021-02-10 18:15:33,100.0,0,1.9326384367332043e-236
991,172.16.1.10,44.229.194.101,7.0,2021-02-10 18:15:33,100.0,0,9.12201207343606e-232
992,172.16.1.10,44.231.94.255,7.0,2021-02-10 18:15:33,100.0,0,9.12201207343606e-232
993,172.16.1.10,44.237.246.197,8.0,2021-02-10 18:15:33,100.0,0,5.483787884530686e-231
994,172.16.1.10,52.46.154.76,1.0,2021-02-10 18:15:33,100.0,0,1.9326384367332043e-236
995,172.16.1.173,172.16.1.10,1.0,2021-02-10 18:15:33,100.0,0,1.9326384367332043e-236
996,172.16.1.196,172.16.1.10,22.0,2021-02-10 18:15:33,100.0,0,4.41510176206901e-220
997,172.16.1.250,172.16.1.10,1.0,2021-02-10 18:15:33,100.0,0,1.9326384367332043e-236
998,44.229.194.101,172.16.1.10,6.0,2021-02-10 18:15:33,100.0,0,1.5174019495291734e-232
999,44.231.94.255,172.16.1.10,4.0,2021-02-10 18:15:33,100.0,0,4.198755905440192e-234
1000,44.237.246.197,172.16.1.10,6.0,2021-02-10 18:15:33,100.0,0,1.5174019495291734e-232
1001,172.16.1.144,172.16.1.173,1.0,2021-02-10 18:15:37,100.0,0,1.9326384367332043e-236
1002,172.16.1.173,172.16.1.144,1.0,2021-02-10 18:15:37,100.0,0,1.9326384367332043e-236
1003,172.16.1.196,172.16.1.52,10.0,2021-02-10 18:15:37,100.0,0,1.9818038043149715e-229
1004,172.16.1.196,44.229.194.101,6.0,2021-02-10 18:15:37,100.0,0,1.5174019495291734e-232
1005,172.16.1.196,44.231.94.255,6.0,2021-02-10 18:15:37,100.0,0,1.5174019495291734e-232
1006,172.16.1.196,44.237.246.197,3.0,2021-02-10 18:15:37,100.0,0,6.984424428757537e-235
1007,172.16.1.52,172.16.1.196,10.0,2021-02-10 18:15:37,100.0,0,1.9818038043149715e-229
1008,44.229.194.101,172.16.1.196,6.0,2021-02-10 18:15:37,100.0,0,1.5174019495291734e-232
1009,44.231.94.255,172.16.1.196,6.0,2021-02-10 18:15:37,100.0,0,1.5174019495291734e-232
1010,44.237.246.197,172.16.1.196,3.0,2021-02-10 18:15:37,100.0,0,6.984424428757537e-235
1011,172.16.1.36,52.44.104.29,1.0,2021-02-10 18:15:39,100.0,0,1.9326384367332043e-236
1012,46.161.27.75,172.16.1.36,1.0,2021-02-10 18:15:39,0.0,0,3.0567502356567114e-263
1013,52.44.104.29,172.16.1.36,1.0,2021-02-10 18:15:39,100.0,0,1.9326384367332043e-236
1014,172.16.1.10,172.16.1.196,2.0,2021-02-10 18:15:40,100.0,0,1.1618247333171717e-235
1015,172.16.1.10,34.205.216.173,1.0,2021-02-10 18:15:40,100.0,0,1.9326384367332043e-236
1016,172.16.1.10,44.231.94.255,2.0,2021-02-10 18:15:40,100.0,0,1.1618247333171717e-235
1017,172.16.1.10,44.237.246.197,1.0,2021-02-10 18:15:40,100.0,0,1.9326384367332043e-236
1018,172.16.1.196,172.16.1.10,4.0,2021-02-10 18:15:40,100.0,0,4.198755905440192e-234
1019,172.16.1.196,172.16.1.52,10.0,2021-02-10 18:15:40,100.0,0,1.9818038043149715e-229
1020,172.16.1.241,172.16.1.10,1.0,2021-02-10 18:15:40,100.0,0,1.9326384367332043e-236
1021,172.16.1.52,172.16.1.196,10.0,2021-02-10 18:15:40,100.0,0,1.9818038043149715e-229
1022,172.16.1.52,50.245.225.205,181.0,2021-02-10 18:15:40,100.0,0,3.194122110805595e-96
1023,209.17.96.2,172.16.1.52,1.0,2021-02-10 18:15:40,0.0,0,3.0567502356567114e-263
1024,34.205.216.173,172.16.1.10,1.0,2021-02-10 18:15:40,100.0,0,1.9326384367332043e-236
1025,44.229.194.101,172.16.1.10,1.0,2021-02-10 18:15:40,100.0,0,1.9326384367332043e-236
1026,50.245.225.205,172.16.1.52,181.0,2021-02-10 18:15:40,100.0,0,3.194122110805595e-96
1027,172.16.1.196,172.16.1.96,2.0,2021-02-10 18:15:41,100.0,0,1.1618247333171717e-235
1028,172.16.1.96,172.16.1.196,2.0,2021-02-10 18:15:41,100.0,0,1.1618247333171717e-235
1029,172.16.1.109,172.16.1.250,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1030,172.16.1.140,172.16.1.178,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1031,172.16.1.144,172.16.1.173,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1032,172.16.1.162,172.16.1.173,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1033,172.16.1.173,172.16.1.144,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1034,172.16.1.173,172.16.1.162,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1035,172.16.1.173,172.16.1.198,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1036,172.16.1.173,172.16.1.214,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1037,172.16.1.173,52.46.153.3,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1038,172.16.1.173,52.46.154.76,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1039,172.16.1.173,52.46.155.65,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1040,172.16.1.173,52.94.229.241,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1041,172.16.1.173,52.94.231.162,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1042,172.16.1.176,172.16.1.178,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1043,172.16.1.178,172.16.1.140,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1044,172.16.1.178,172.16.1.176,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1045,172.16.1.178,172.16.1.224,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1046,172.16.1.198,172.16.1.173,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1047,172.16.1.214,172.16.1.173,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1048,172.16.1.224,172.16.1.178,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1049,172.16.1.241,34.205.216.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1050,172.16.1.250,172.16.1.109,3.0,2021-02-10 18:15:42,100.0,0,6.984424428757537e-235
1051,172.16.1.250,172.16.1.36,5.0,2021-02-10 18:15:42,100.0,0,2.5241236888298634e-233
1052,172.16.1.250,35.168.5.6,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1053,172.16.1.36,172.16.1.250,5.0,2021-02-10 18:15:42,100.0,0,2.5241236888298634e-233
1054,192.241.210.129,172.16.1.173,1.0,2021-02-10 18:15:42,0.0,0,3.0567502356567114e-263
1055,193.27.229.224,172.16.1.173,1.0,2021-02-10 18:15:42,0.0,0,3.0567502356567114e-263
1056,194.147.140.66,172.16.1.173,1.0,2021-02-10 18:15:42,0.0,0,3.0567502356567114e-263
1057,34.205.216.173,172.16.1.241,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1058,35.168.5.6,172.16.1.250,2.0,2021-02-10 18:15:42,100.0,0,1.1618247333171717e-235
1059,52.46.153.3,172.16.1.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1060,52.46.154.76,172.16.1.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1061,52.46.155.65,172.16.1.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1062,52.94.229.241,172.16.1.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1063,52.94.231.162,172.16.1.173,1.0,2021-02-10 18:15:42,100.0,0,1.9326384367332043e-236
1064,172.16.1.10,172.16.1.173,1.0,2021-02-10 18:15:43,100.0,0,1.9326384367332043e-236
1065,172.16.1.10,172.16.1.196,6.0,2021-02-10 18:15:43,100.0,0,1.5174019495291734e-232
1066,172.16.1.10,44.231.94.255,1.0,2021-02-10 18:15:43,100.0,0,1.9326384367332043e-236
1067,172.16.1.10,44.237.246.197,4.0,2021-02-10 18:15:43,100.0,0,4.198755905440192e-234
1068,172.16.1.10,52.46.159.128,1.0,2021-02-10 18:15:43,100.0,0,1.9326384367332043e-236
1069,172.16.1.196,172.16.1.10,2.0,2021-02-10 18:15:43,100.0,0,1.1618247333171717e-235
1070,44.229.194.101,172.16.1.10,2.0,2021-02-10 18:15:43,100.0,0,1.1618247333171717e-235
1071,44.231.94.255,172.16.1.10,2.0,2021-02-10 18:15:43,100.0,0,1.1618247333171717e-235
1072,44.237.246.197,172.16.1.10,3.0,2021-02-10 18:15:43,100.0,0,6.984424428757537e-235
1073,52.46.154.54,172.16.1.10,1.0,2021-02-10 18:15:43,100.0,0,1.9326384367332043e-236
1074,172.16.1.173,172.16.1.214,1.0,2021-02-10 18:15:44,100.0,0,1.9326384367332043e-236
1075,172.16.1.214,172.16.1.173,1.0,2021-02-10 18:15:44,100.0,0,1.9326384367332043e-236
1076,13.72.67.143,172.16.1.109,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1077,172.16.1.109,13.72.67.143,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1078,172.16.1.109,172.16.1.250,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1079,172.16.1.162,172.16.1.168,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1080,172.16.1.168,172.16.1.162,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1081,172.16.1.196,172.16.1.52,24.0,2021-02-10 18:15:45,100.0,0,1.5955878769836706e-218
1082,172.16.1.196,172.16.1.96,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1083,172.16.1.196,44.229.194.101,9.0,2021-02-10 18:15:45,100.0,0,3.296633387505622e-230
1084,172.16.1.196,44.231.94.255,8.0,2021-02-10 18:15:45,100.0,0,5.483787884530686e-231
1085,172.16.1.196,44.237.246.197,10.0,2021-02-10 18:15:45,100.0,0,1.9818038043149715e-229
1086,172.16.1.250,172.16.1.109,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1087,172.16.1.52,172.16.1.196,24.0,2021-02-10 18:15:45,100.0,0,1.5955878769836706e-218
1088,172.16.1.96,172.16.1.196,1.0,2021-02-10 18:15:45,100.0,0,1.9326384367332043e-236
1089,194.147.140.107,172.16.1.109,1.0,2021-02-10 18:15:45,0.0,0,3.0567502356567114e-263
1090,194.147.140.75,172.16.1.109,1.0,2021-02-10 18:15:45,0.0,0,3.0567502356567114e-263
1091,44.229.194.101,172.16.1.196,9.0,2021-02-10 18:15:45,100.0,0,3.296633387505622e-230
1092,44.231.94.255,172.16.1.196,7.0,2021-02-10 18:15:45,100.0,0,9.12201207343606e-232
1093,44.237.246.197,172.16.1.196,10.0,2021-02-10 18:15:45,100.0,0,1.9818038043149715e-229
1094,95.149.89.68,172.16.1.109,1.0,2021-02-10 18:15:45,0.0,0,3.0567502356567114e-263
1095,172.16.1.162,172.16.1.168,4.0,2021-02-10 18:15:46,100.0,0,4.198755905440192e-234
1096,172.16.1.168,172.16.1.162,5.0,2021-02-10 18:15:46,100.0,0,2.5241236888298634e-233
1097,172.16.1.187,172.16.1.205,1.0,2021-02-10 18:15:47,100.0,0,1.9326384367332043e-236
1098,172.16.1.205,172.16.1.187,1.0,2021-02-10 18:15:47,100.0,0,1.9326384367332043e-236
1099,172.16.1.196,172.16.1.52,19.0,2021-02-10 18:15:48,100.0,0,2.0322199145724024e-222
1100,172.16.1.52,172.16.1.196,19.0,2021-02-10 18:15:48,100.0,0,2.0322199145724024e-222
1101,172.16.1.52,50.245.225.205,275.0,2021-02-10 18:15:48,100.0,0,5.363051735083667e-23
1102,50.245.225.205,172.16.1.52,275.0,2021-02-10 18:15:48,100.0,0,5.363051735083667e-23
1103,172.16.1.10,172.16.1.173,3.0,2021-02-10 18:15:49,100.0,0,6.984424428757537e-235
1104,172.16.1.10,172.16.1.196,24.0,2021-02-10 18:15:49,100.0,0,1.5955878769836706e-218
1105,172.16.1.10,172.16.1.250,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1106,172.16.1.10,35.168.5.6,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1107,172.16.1.10,44.229.194.101,6.0,2021-02-10 18:15:49,100.0,0,1.5174019495291734e-232
1108,172.16.1.10,44.231.94.255,8.0,2021-02-10 18:15:49,100.0,0,5.483787884530686e-231
1109,172.16.1.10,44.237.246.197,6.0,2021-02-10 18:15:49,100.0,0,1.5174019495291734e-232
1110,172.16.1.196,172.16.1.10,20.0,2021-02-10 18:15:49,100.0,0,1.2216891247804566e-221
1111,172.16.1.241,172.16.1.10,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1112,35.168.5.6,172.16.1.10,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1113,44.229.194.101,172.16.1.10,8.0,2021-02-10 18:15:49,100.0,0,5.483787884530686e-231
1114,44.231.94.255,172.16.1.10,8.0,2021-02-10 18:15:49,100.0,0,5.483787884530686e-231
1115,44.237.246.197,172.16.1.10,8.0,2021-02-10 18:15:49,100.0,0,5.483787884530686e-231
1116,52.46.140.105,172.16.1.10,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1117,52.46.154.76,172.16.1.10,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1118,52.94.229.241,172.16.1.10,1.0,2021-02-10 18:15:49,100.0,0,1.9326384367332043e-236
1119,172.16.1.173,172.16.1.198,2.0,2021-02-10 18:15:50,100.0,0,1.1618247333171717e-235
1120,172.16.1.198,172.16.1.173,2.0,2021-02-10 18:15:50,100.0,0,1.1618247333171717e-235
1121,172.16.1.10,172.16.1.173,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1122,172.16.1.10,172.16.1.196,4.0,2021-02-10 18:15:51,100.0,0,4.198755905440192e-234
1123,172.16.1.10,44.229.194.101,2.0,2021-02-10 18:15:51,100.0,0,1.1618247333171717e-235
1124,172.16.1.10,44.237.246.197,2.0,2021-02-10 18:15:51,100.0,0,1.1618247333171717e-235
1125,172.16.1.148,172.16.1.187,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1126,172.16.1.173,172.16.1.10,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1127,172.16.1.187,172.16.1.148,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1128,172.16.1.196,172.16.1.10,7.0,2021-02-10 18:15:51,100.0,0,9.12201207343606e-232
1129,192.241.225.25,172.16.1.10,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1130,44.229.194.101,172.16.1.10,2.0,2021-02-10 18:15:51,100.0,0,1.1618247333171717e-235
1131,44.237.246.197,172.16.1.10,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1132,52.46.154.54,172.16.1.10,1.0,2021-02-10 18:15:51,100.0,0,1.9326384367332043e-236
1133,172.16.1.10,172.16.1.173,2.0,2021-02-10 18:15:58,100.0,0,1.1618247333171717e-235
1134,172.16.1.10,172.16.1.196,5.0,2021-02-10 18:15:58,100.0,0,2.5241236888298634e-233
1135,172.16.1.10,44.229.194.101,2.0,2021-02-10 18:15:58,100.0,0,1.1618247333171717e-235
1136,172.16.1.10,44.231.94.255,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1137,172.16.1.10,50.205.244.107,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1138,172.16.1.162,172.16.1.173,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1139,172.16.1.173,172.16.1.10,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1140,172.16.1.173,172.16.1.162,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1141,172.16.1.173,172.16.1.198,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1142,172.16.1.176,172.16.1.187,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1143,172.16.1.187,172.16.1.176,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1144,172.16.1.196,172.16.1.10,4.0,2021-02-10 18:15:58,100.0,0,4.198755905440192e-234
1145,172.16.1.196,172.16.1.52,9.0,2021-02-10 18:15:58,100.0,0,3.296633387505622e-230
1146,172.16.1.196,172.16.1.96,2.0,2021-02-10 18:15:58,100.0,0,1.1618247333171717e-235
1147,172.16.1.196,44.229.194.101,5.0,2021-02-10 18:15:58,100.0,0,2.5241236888298634e-233
1148,172.16.1.196,44.231.94.255,4.0,2021-02-10 18:15:58,100.0,0,4.198755905440192e-234
1149,172.16.1.196,44.237.246.197,5.0,2021-02-10 18:15:58,100.0,0,2.5241236888298634e-233
1150,172.16.1.250,172.16.1.36,3.0,2021-02-10 18:15:58,100.0,0,6.984424428757537e-235
1151,172.16.1.36,172.16.1.250,3.0,2021-02-10 18:15:58,100.0,0,6.984424428757537e-235
1152,172.16.1.52,172.16.1.196,9.0,2021-02-10 18:15:58,100.0,0,3.296633387505622e-230
1153,172.16.1.96,172.16.1.196,2.0,2021-02-10 18:15:58,100.0,0,1.1618247333171717e-235
1154,181.143.185.21,172.16.1.36,1.0,2021-02-10 18:15:58,0.0,0,3.0567502356567114e-263
1155,194.147.140.92,172.16.1.36,1.0,2021-02-10 18:15:58,0.0,0,3.0567502356567114e-263
1156,44.229.194.101,172.16.1.196,5.0,2021-02-10 18:15:58,100.0,0,2.5241236888298634e-233
1157,44.231.94.255,172.16.1.10,2.0,2021-02-10 18:15:58,100.0,0,1.1618247333171717e-235
1158,44.231.94.255,172.16.1.196,4.0,2021-02-10 18:15:58,100.0,0,4.198755905440192e-234
1159,44.237.246.197,172.16.1.10,1.0,2021-02-10 18:15:58,100.0,0,1.9326384367332043e-236
1160,44.237.246.197,172.16.1.196,5.0,2021-02-10 18:15:58,100.0,0,2.5241236888298634e-233
1161,172.16.1.109,172.16.1.250,2.0,2021-02-10 18:16:00,100.0,0,1.1618247333171717e-235
1162,172.16.1.148,172.16.1.187,1.0,2021-02-10 18:16:00,100.0,0,1.9326384367332043e-236
1163,172.16.1.187,172.16.1.148,1.0,2021-02-10 18:16:00,100.0,0,1.9326384367332043e-236
1164,172.16.1.196,172.16.1.52,10.0,2021-02-10 18:16:00,100.0,0,1.9818038043149715e-229
1165,172.16.1.250,172.16.1.109,2.0,2021-02-10 18:16:00,100.0,0,1.1618247333171717e-235
1166,172.16.1.52,172.16.1.196,10.0,2021-02-10 18:16:00,100.0,0,1.9818038043149715e-229
1167,172.16.1.52,50.245.225.205,191.0,2021-02-10 18:16:00,100.0,0,1.969026518919632e-88
1168,185.236.11.5,172.16.1.109,1.0,2021-02-10 18:16:00,0.0,0,3.0567502356567114e-263
1169,190.79.20.253,172.16.1.109,1.0,2021-02-10 18:16:00,0.0,0,3.0567502356567114e-263
1170,50.245.225.205,172.16.1.52,191.0,2021-02-10 18:16:00,100.0,0,1.969026518919632e-88
1171,140.82.112.4,172.16.1.252,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
1172,172.16.1.168,172.16.1.238,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
1173,172.16.1.178,172.16.1.224,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
1174,172.16.1.224,172.16.1.178,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
1175,172.16.1.238,172.16.1.168,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
1176,172.16.1.252,140.82.112.4,1.0,2021-02-10 18:16:01,100.0,0,1.9326384367332043e-236
