,sourceIP,destIP,numOfRequest,time,acceptanceRate
4922,34.116.81.124,172.16.1.173,1.0,1612981962.0,0.0
4923,52.46.155.95,172.16.1.173,1.0,1612981962.0,100.0
4924,52.94.228.93,172.16.1.173,1.0,1612981962.0,100.0
4925,54.239.31.225,172.16.1.173,1.0,1612981962.0,100.0
4926,172.16.1.140,172.16.1.178,2.0,1612981963.0,100.0
4927,172.16.1.176,172.16.1.178,1.0,1612981963.0,100.0
4928,172.16.1.178,172.16.1.140,2.0,1612981963.0,100.0
4929,172.16.1.178,172.16.1.176,1.0,1612981963.0,100.0
4930,172.16.1.178,172.16.1.224,2.0,1612981963.0,100.0
4931,172.16.1.196,172.16.1.96,1.0,1612981963.0,100.0
4932,172.16.1.224,172.16.1.178,2.0,1612981963.0,100.0
4933,172.16.1.96,172.16.1.196,1.0,1612981963.0,100.0
4934,172.16.1.109,172.16.1.250,5.0,1612981966.0,100.0
4935,172.16.1.178,172.16.1.224,1.0,1612981966.0,100.0
4936,172.16.1.224,172.16.1.178,1.0,1612981966.0,100.0
4937,172.16.1.241,34.205.216.173,1.0,1612981966.0,100.0
4938,172.16.1.250,172.16.1.109,5.0,1612981966.0,100.0
4939,172.16.1.250,172.16.1.36,5.0,1612981966.0,100.0
4940,172.16.1.250,199.232.130.110,1.0,1612981966.0,100.0
4941,172.16.1.250,34.205.216.173,1.0,1612981966.0,100.0
4942,172.16.1.250,35.168.5.6,1.0,1612981966.0,100.0
4943,172.16.1.36,172.16.1.250,5.0,1612981966.0,100.0
4944,199.232.130.110,172.16.1.250,1.0,1612981966.0,100.0
4945,34.205.216.173,172.16.1.241,1.0,1612981966.0,100.0
4946,34.205.216.173,172.16.1.250,1.0,1612981966.0,100.0
4947,35.168.5.6,172.16.1.250,1.0,1612981966.0,100.0
4948,172.16.1.140,172.16.1.178,1.0,1612981969.0,100.0
4949,172.16.1.178,172.16.1.140,1.0,1612981969.0,100.0
4950,172.16.1.10,172.16.1.250,1.0,1612981970.0,100.0
4951,172.16.1.10,34.205.216.173,1.0,1612981970.0,100.0
4952,172.16.1.10,52.94.229.96,1.0,1612981970.0,100.0
4953,172.16.1.173,172.16.1.198,1.0,1612981970.0,100.0
4954,172.16.1.198,172.16.1.173,1.0,1612981970.0,100.0
4955,194.147.140.103,172.16.1.10,1.0,1612981970.0,100.0
4956,172.16.1.162,172.16.1.168,1.0,1612981971.0,100.0
4957,172.16.1.168,172.16.1.162,1.0,1612981971.0,100.0
4958,172.16.1.196,172.16.1.96,1.0,1612981971.0,100.0
4959,172.16.1.96,172.16.1.196,1.0,1612981971.0,100.0
4960,194.147.140.109,172.16.1.96,1.0,1612981971.0,0.0
4961,141.98.80.242,172.16.1.52,1.0,1612981972.0,0.0
4962,172.16.1.10,172.16.1.173,2.0,1612981972.0,100.0
4963,172.16.1.10,199.232.130.110,1.0,1612981972.0,100.0
4964,172.16.1.10,52.46.155.95,2.0,1612981972.0,100.0
4965,172.16.1.10,54.239.31.225,1.0,1612981972.0,100.0
4966,172.16.1.173,172.16.1.10,3.0,1612981972.0,100.0
4967,172.16.1.196,172.16.1.52,2.0,1612981972.0,100.0
4968,172.16.1.250,172.16.1.10,1.0,1612981972.0,100.0
4969,172.16.1.52,172.16.1.196,2.0,1612981972.0,100.0
4970,52.46.155.95,172.16.1.10,1.0,1612981972.0,100.0
4971,54.239.31.225,172.16.1.10,1.0,1612981972.0,100.0
4972,74.120.14.69,172.16.1.10,1.0,1612981972.0,100.0
4973,172.16.1.162,172.16.1.168,2.0,1612981973.0,100.0
4974,172.16.1.168,172.16.1.162,2.0,1612981973.0,100.0
4975,172.16.1.196,172.16.1.52,2.0,1612981973.0,100.0
4976,172.16.1.196,172.16.1.96,2.0,1612981973.0,100.0
4977,172.16.1.52,172.16.1.196,2.0,1612981973.0,100.0
4978,172.16.1.96,172.16.1.196,2.0,1612981973.0,100.0
4979,10.3.252.33,172.16.1.181,1.0,1612981974.0,100.0
4980,172.16.1.181,10.3.252.33,1.0,1612981974.0,100.0
4981,172.16.1.176,172.16.1.187,1.0,1612981976.0,100.0
4982,172.16.1.187,172.16.1.176,1.0,1612981976.0,100.0
4983,172.16.1.250,172.16.1.36,2.0,1612981976.0,100.0
4984,172.16.1.36,172.16.1.250,2.0,1612981976.0,100.0
4985,10.3.252.33,172.16.1.215,3.0,1612981977.0,100.0
4986,172.16.1.215,10.3.252.33,3.0,1612981977.0,100.0
4987,172.16.1.162,172.16.1.173,1.0,1612981978.0,100.0
4988,172.16.1.173,172.16.1.162,1.0,1612981978.0,100.0
4989,10.3.252.33,172.16.1.215,1.0,1612981979.0,100.0
4990,172.16.1.109,172.16.1.250,1.0,1612981981.0,100.0
4991,172.16.1.250,172.16.1.109,1.0,1612981981.0,100.0
4992,209.17.96.202,172.16.1.109,1.0,1612981981.0,0.0
4993,172.16.1.173,172.16.1.198,1.0,1612981982.0,100.0
4994,172.16.1.196,172.16.1.96,1.0,1612981982.0,100.0
4995,172.16.1.198,172.16.1.173,1.0,1612981982.0,100.0
4996,172.16.1.96,172.16.1.196,1.0,1612981982.0,100.0
4997,194.147.140.98,172.16.1.96,1.0,1612981982.0,0.0
4998,199.19.225.150,172.16.1.96,1.0,1612981982.0,0.0
4999,172.16.1.196,172.16.1.52,1.0,1612981983.0,100.0
5000,172.16.1.52,172.16.1.196,1.0,1612981983.0,100.0
5001,194.147.140.98,172.16.1.52,1.0,1612981983.0,0.0
5002,172.16.1.168,172.16.1.238,1.0,1612981984.0,100.0
5003,172.16.1.238,172.16.1.168,1.0,1612981984.0,100.0
5004,172.16.1.162,172.16.1.168,3.0,1612981985.0,100.0
5005,172.16.1.162,172.16.1.173,1.0,1612981985.0,100.0
5006,172.16.1.168,172.16.1.162,3.0,1612981985.0,100.0
5007,172.16.1.173,172.16.1.162,1.0,1612981985.0,100.0
5008,172.16.1.144,172.16.1.173,1.0,1612981986.0,100.0
5009,172.16.1.157,172.16.1.168,1.0,1612981986.0,100.0
5010,172.16.1.168,172.16.1.157,1.0,1612981986.0,100.0
5011,172.16.1.173,172.16.1.144,1.0,1612981986.0,100.0
5012,172.16.1.173,172.16.1.198,2.0,1612981987.0,100.0
5013,172.16.1.198,172.16.1.173,1.0,1612981987.0,100.0
5014,199.232.130.110,172.16.1.10,1.0,1612981988.0,100.0
5015,172.16.1.148,172.16.1.187,1.0,1612981989.0,100.0
5016,172.16.1.187,172.16.1.148,1.0,1612981989.0,100.0
5017,172.16.1.196,172.16.1.52,1.0,1612981989.0,100.0
5018,172.16.1.196,172.16.1.96,1.0,1612981989.0,100.0
5019,172.16.1.52,172.16.1.196,1.0,1612981989.0,100.0
5020,172.16.1.96,172.16.1.196,1.0,1612981989.0,100.0
5021,140.82.114.3,172.16.1.252,1.0,1612981990.0,100.0
5022,172.16.1.252,140.82.114.3,1.0,1612981990.0,100.0
5023,172.16.1.250,172.16.1.36,2.0,1612981991.0,100.0
5024,172.16.1.36,172.16.1.250,2.0,1612981991.0,100.0
5025,172.16.1.196,172.16.1.52,2.0,1612981992.0,100.0
5026,172.16.1.52,172.16.1.196,2.0,1612981992.0,100.0
5027,185.156.73.67,172.16.1.52,1.0,1612981992.0,0.0
5028,140.82.114.3,172.16.1.10,1.0,1612981997.0,100.0
5029,172.16.1.10,140.82.114.3,1.0,1612981997.0,100.0
5030,172.16.1.109,172.16.1.250,1.0,1612981997.0,100.0
5031,172.16.1.250,172.16.1.109,1.0,1612981997.0,100.0
5032,170.130.187.54,172.16.1.96,1.0,1612981998.0,0.0
5033,172.16.1.173,172.16.1.214,2.0,1612981998.0,100.0
5034,172.16.1.187,172.16.1.205,2.0,1612981998.0,100.0
5035,172.16.1.196,172.16.1.96,1.0,1612981998.0,100.0
5036,172.16.1.205,172.16.1.187,2.0,1612981998.0,100.0
5037,172.16.1.214,172.16.1.173,2.0,1612981998.0,100.0
5038,172.16.1.96,172.16.1.196,1.0,1612981998.0,100.0
5039,209.17.96.146,172.16.1.96,1.0,1612981998.0,0.0
5040,209.17.96.50,172.16.1.96,1.0,1612981998.0,0.0
5041,82.102.173.72,172.16.1.96,1.0,1612981998.0,0.0
5042,172.16.1.178,172.16.1.224,1.0,1612981999.0,100.0
5043,172.16.1.224,172.16.1.178,1.0,1612981999.0,100.0
5044,172.16.1.241,34.205.216.173,1.0,1612981999.0,100.0
5045,34.205.216.173,172.16.1.241,1.0,1612981999.0,100.0
5046,172.16.1.10,35.168.5.6,1.0,1612982000.0,100.0
5047,172.16.1.148,172.16.1.187,2.0,1612982000.0,100.0
5048,172.16.1.162,172.16.1.168,2.0,1612982000.0,100.0
5049,172.16.1.168,172.16.1.162,2.0,1612982000.0,100.0
5050,172.16.1.173,172.16.1.198,1.0,1612982000.0,100.0
5051,172.16.1.176,172.16.1.187,1.0,1612982000.0,100.0
5052,172.16.1.187,172.16.1.148,2.0,1612982000.0,100.0
5053,172.16.1.187,172.16.1.176,1.0,1612982000.0,100.0
5054,172.16.1.187,172.16.1.205,2.0,1612982000.0,100.0
5055,172.16.1.198,172.16.1.173,1.0,1612982000.0,100.0
5056,172.16.1.205,172.16.1.187,2.0,1612982000.0,100.0
5057,172.16.1.250,172.16.1.10,1.0,1612982000.0,100.0
5058,35.168.5.6,172.16.1.10,1.0,1612982000.0,100.0
5059,172.16.1.148,172.16.1.187,1.0,1612982001.0,100.0
5060,172.16.1.187,172.16.1.148,1.0,1612982001.0,100.0
5061,10.3.252.33,172.16.1.196,1.0,1612982002.0,0.0
5062,115.42.127.133,172.16.1.52,1.0,1612982003.0,0.0
5063,172.16.1.109,172.16.1.250,3.0,1612982003.0,100.0
5064,172.16.1.109,52.44.104.29,1.0,1612982003.0,100.0
5065,172.16.1.168,172.16.1.176,1.0,1612982003.0,100.0
5066,172.16.1.173,172.16.1.198,1.0,1612982003.0,100.0
5067,172.16.1.176,172.16.1.168,1.0,1612982003.0,100.0
5068,172.16.1.250,172.16.1.109,3.0,1612982003.0,100.0
5069,45.155.205.123,172.16.1.52,1.0,1612982003.0,0.0
5070,52.44.104.29,172.16.1.109,1.0,1612982003.0,100.0
5071,172.16.1.157,172.16.1.168,2.0,1612982004.0,100.0
5072,172.16.1.162,172.16.1.168,6.0,1612982004.0,100.0
5073,172.16.1.168,172.16.1.157,2.0,1612982004.0,100.0
5074,172.16.1.168,172.16.1.162,6.0,1612982004.0,100.0
5075,172.16.1.168,172.16.1.176,1.0,1612982004.0,100.0
5076,172.16.1.168,172.16.1.238,2.0,1612982004.0,100.0
5077,172.16.1.176,172.16.1.168,1.0,1612982004.0,100.0
5078,172.16.1.238,172.16.1.168,2.0,1612982004.0,100.0
5079,10.3.252.33,172.16.1.196,1.0,1612982005.0,0.0
5080,172.16.1.196,172.16.1.52,1.0,1612982005.0,100.0
5081,172.16.1.196,172.16.1.96,2.0,1612982005.0,100.0
5082,172.16.1.52,172.16.1.196,1.0,1612982005.0,100.0
5083,172.16.1.96,172.16.1.196,2.0,1612982005.0,100.0
5084,172.16.1.10,172.16.1.173,1.0,1612982006.0,100.0
5085,172.16.1.10,172.16.1.250,1.0,1612982006.0,100.0
5086,172.16.1.10,34.205.216.173,1.0,1612982006.0,100.0
5087,172.16.1.10,54.239.27.66,1.0,1612982006.0,100.0
5088,172.16.1.173,172.16.1.10,1.0,1612982006.0,100.0
5089,172.16.1.241,172.16.1.10,1.0,1612982006.0,100.0
5090,172.16.1.250,172.16.1.36,1.0,1612982006.0,100.0
5091,172.16.1.36,172.16.1.250,1.0,1612982006.0,100.0
5092,172.16.1.36,52.44.104.29,1.0,1612982006.0,100.0
5093,194.147.140.151,172.16.1.10,1.0,1612982006.0,100.0
5094,34.205.216.173,172.16.1.10,1.0,1612982006.0,100.0
5095,52.44.104.29,172.16.1.36,1.0,1612982006.0,100.0
5096,54.239.27.66,172.16.1.10,1.0,1612982006.0,100.0
5097,92.118.161.49,172.16.1.10,1.0,1612982006.0,100.0
5098,172.16.1.173,172.16.1.214,1.0,1612982009.0,100.0
5099,172.16.1.214,172.16.1.173,1.0,1612982009.0,100.0
5100,172.16.1.176,172.16.1.178,1.0,1612982010.0,100.0
5101,172.16.1.178,172.16.1.176,1.0,1612982010.0,100.0
5102,172.16.1.215,10.3.252.33,1.0,1612982010.0,100.0
5103,172.16.1.162,172.16.1.168,1.0,1612982012.0,100.0
5104,172.16.1.168,172.16.1.162,1.0,1612982012.0,100.0
5105,172.16.1.173,172.16.1.162,1.0,1612982012.0,100.0
5106,172.16.1.140,172.16.1.178,1.0,1612982014.0,100.0
5107,172.16.1.178,172.16.1.140,1.0,1612982014.0,100.0
5108,172.16.1.168,172.16.1.238,1.0,1612982016.0,100.0
5109,172.16.1.238,172.16.1.168,1.0,1612982016.0,100.0
5110,172.16.1.144,172.16.1.173,1.0,1612982017.0,100.0
5111,172.16.1.173,172.16.1.144,1.0,1612982017.0,100.0
5112,172.16.1.250,172.16.1.10,1.0,1612982017.0,100.0
5113,50.205.244.107,172.16.1.10,1.0,1612982019.0,100.0
5114,103.222.191.230,172.16.1.10,1.0,1612982020.0,100.0
5115,134.175.88.115,172.16.1.173,1.0,1612982020.0,0.0
5116,172.16.1.10,172.16.1.241,1.0,1612982020.0,100.0
5117,172.16.1.10,172.16.1.252,1.0,1612982020.0,100.0
5118,172.16.1.144,172.16.1.173,2.0,1612982020.0,100.0
5119,172.16.1.162,172.16.1.173,2.0,1612982020.0,100.0
5120,172.16.1.173,172.16.1.144,2.0,1612982020.0,100.0
5121,172.16.1.173,172.16.1.162,2.0,1612982020.0,100.0
5122,172.16.1.173,172.16.1.198,3.0,1612982020.0,100.0
5123,172.16.1.173,172.16.1.214,2.0,1612982020.0,100.0
5124,172.16.1.173,52.46.155.95,1.0,1612982020.0,100.0
5125,172.16.1.173,52.94.231.130,1.0,1612982020.0,100.0
5126,172.16.1.173,54.239.27.66,1.0,1612982020.0,100.0
5127,172.16.1.198,172.16.1.173,3.0,1612982020.0,100.0
5128,172.16.1.214,172.16.1.173,2.0,1612982020.0,100.0
5129,172.16.1.252,172.16.1.10,1.0,1612982020.0,100.0
5130,194.147.140.60,172.16.1.173,1.0,1612982020.0,0.0
5131,209.17.96.162,172.16.1.173,1.0,1612982020.0,0.0
5132,34.205.216.173,172.16.1.10,1.0,1612982020.0,100.0
5133,52.46.155.95,172.16.1.173,1.0,1612982020.0,100.0
5134,52.94.231.130,172.16.1.173,1.0,1612982020.0,100.0
5135,54.239.27.66,172.16.1.173,1.0,1612982020.0,100.0
5136,93.174.93.123,172.16.1.173,1.0,1612982020.0,0.0
5137,192.241.225.38,172.16.1.52,1.0,1612982021.0,0.0
5138,37.104.66.155,172.16.1.52,1.0,1612982021.0,0.0
5139,172.16.1.10,172.16.1.173,1.0,1612982022.0,100.0
5140,172.16.1.10,172.16.1.196,1.0,1612982022.0,100.0
5141,172.16.1.10,52.94.231.130,1.0,1612982022.0,100.0
5142,172.16.1.173,172.16.1.10,1.0,1612982022.0,100.0
5143,44.231.94.255,172.16.1.10,1.0,1612982022.0,100.0
5144,52.46.155.95,172.16.1.10,1.0,1612982022.0,100.0
5145,94.102.50.137,172.16.1.10,1.0,1612982022.0,100.0
5146,10.3.252.33,172.16.1.245,1.0,1612982023.0,100.0
5147,172.16.1.140,172.16.1.178,2.0,1612982023.0,100.0
5148,172.16.1.176,172.16.1.178,1.0,1612982023.0,100.0
5149,172.16.1.178,172.16.1.140,2.0,1612982023.0,100.0
5150,172.16.1.178,172.16.1.176,1.0,1612982023.0,100.0
5151,172.16.1.178,172.16.1.224,2.0,1612982023.0,100.0
5152,172.16.1.224,172.16.1.178,2.0,1612982023.0,100.0
5153,172.16.1.245,10.3.252.33,1.0,1612982023.0,100.0
5154,172.16.1.196,172.16.1.96,4.0,1612982024.0,100.0
5155,172.16.1.96,172.16.1.196,4.0,1612982024.0,100.0
5156,172.16.1.96,50.245.225.205,2.0,1612982024.0,100.0
5157,194.147.140.61,172.16.1.96,1.0,1612982024.0,0.0
5158,209.17.97.114,172.16.1.96,1.0,1612982024.0,0.0
5159,50.245.225.205,172.16.1.96,2.0,1612982024.0,100.0
5160,167.114.92.33,172.16.1.10,1.0,1612982026.0,100.0
5161,172.16.1.10,167.114.92.33,1.0,1612982026.0,100.0
5162,172.16.1.10,172.16.1.250,2.0,1612982026.0,100.0
5163,172.16.1.250,172.16.1.10,1.0,1612982026.0,100.0
5164,172.16.1.109,172.16.1.250,4.0,1612982027.0,100.0
5165,172.16.1.250,172.16.1.109,4.0,1612982027.0,100.0
5166,172.16.1.250,172.16.1.36,4.0,1612982027.0,100.0
5167,172.16.1.250,35.168.5.6,2.0,1612982027.0,100.0
5168,172.16.1.36,172.16.1.250,4.0,1612982027.0,100.0
5169,35.168.5.6,172.16.1.250,2.0,1612982027.0,100.0
5170,172.16.1.187,172.16.1.205,1.0,1612982028.0,100.0
5171,172.16.1.196,172.16.1.52,1.0,1612982028.0,100.0
5172,172.16.1.205,172.16.1.187,1.0,1612982028.0,100.0
5173,172.16.1.52,172.16.1.196,1.0,1612982028.0,100.0
5174,185.236.11.9,172.16.1.109,1.0,1612982029.0,0.0
5175,172.16.1.173,172.16.1.198,1.0,1612982030.0,100.0
5176,172.16.1.198,172.16.1.173,1.0,1612982030.0,100.0
5177,172.16.1.245,50.205.244.107,1.0,1612982030.0,100.0
5178,50.205.244.107,172.16.1.245,1.0,1612982030.0,100.0
5179,172.16.1.10,172.16.1.173,1.0,1612982032.0,100.0
5180,172.16.1.10,52.46.155.56,1.0,1612982032.0,100.0
5181,172.16.1.173,172.16.1.10,1.0,1612982032.0,100.0
5182,172.16.1.196,172.16.1.52,1.0,1612982032.0,100.0
5183,172.16.1.250,172.16.1.36,1.0,1612982032.0,100.0
5184,172.16.1.36,172.16.1.250,1.0,1612982032.0,100.0
5185,172.16.1.36,52.44.104.29,1.0,1612982032.0,100.0
5186,172.16.1.52,172.16.1.196,1.0,1612982032.0,100.0
5187,172.16.1.52,50.245.225.205,1.0,1612982032.0,100.0
5188,192.241.222.127,172.16.1.10,1.0,1612982032.0,100.0
5189,50.245.225.205,172.16.1.52,1.0,1612982032.0,100.0
5190,52.44.104.29,172.16.1.36,1.0,1612982032.0,100.0
5191,54.239.27.66,172.16.1.10,1.0,1612982032.0,100.0
5192,172.16.1.162,172.16.1.168,2.0,1612982033.0,100.0
5193,172.16.1.168,172.16.1.162,2.0,1612982033.0,100.0
5194,172.16.1.173,172.16.1.162,1.0,1612982033.0,100.0
5195,172.16.1.196,172.16.1.52,2.0,1612982033.0,100.0
5196,172.16.1.196,172.16.1.96,2.0,1612982033.0,100.0
5197,172.16.1.52,172.16.1.196,2.0,1612982033.0,100.0
5198,172.16.1.96,172.16.1.196,2.0,1612982033.0,100.0
5199,172.16.1.109,172.16.1.250,1.0,1612982034.0,100.0
5200,172.16.1.109,52.44.104.29,1.0,1612982034.0,100.0
5201,172.16.1.250,172.16.1.109,1.0,1612982034.0,100.0
5202,194.147.140.96,172.16.1.109,1.0,1612982034.0,0.0
5203,52.44.104.29,172.16.1.109,1.0,1612982034.0,100.0
5204,172.16.1.168,172.16.1.238,1.0,1612982037.0,100.0
5205,172.16.1.176,172.16.1.187,1.0,1612982037.0,100.0
5206,172.16.1.187,172.16.1.176,1.0,1612982037.0,100.0
5207,172.16.1.196,172.16.1.96,6.0,1612982037.0,100.0
5208,172.16.1.238,172.16.1.168,1.0,1612982037.0,100.0
5209,172.16.1.96,172.16.1.196,6.0,1612982037.0,100.0
5210,172.16.1.96,50.245.225.205,6.0,1612982037.0,100.0
5211,50.245.225.205,172.16.1.96,6.0,1612982037.0,100.0
5212,172.16.1.10,172.16.1.250,1.0,1612982041.0,100.0
5213,172.16.1.196,172.16.1.10,1.0,1612982041.0,100.0
5214,172.16.1.196,172.16.1.52,1.0,1612982041.0,100.0
5215,172.16.1.52,172.16.1.196,1.0,1612982041.0,100.0
5216,35.168.5.6,172.16.1.10,1.0,1612982041.0,100.0
5217,117.218.150.156,172.16.1.36,1.0,1612982042.0,0.0
5218,13.72.67.143,172.16.1.36,1.0,1612982042.0,100.0
5219,172.16.1.196,172.16.1.52,1.0,1612982042.0,100.0
5220,172.16.1.196,172.16.1.96,2.0,1612982042.0,100.0
5221,172.16.1.250,172.16.1.36,3.0,1612982042.0,100.0
5222,172.16.1.36,13.72.67.143,1.0,1612982042.0,100.0
5223,172.16.1.36,172.16.1.250,3.0,1612982042.0,100.0
5224,172.16.1.52,172.16.1.196,1.0,1612982042.0,100.0
5225,172.16.1.96,172.16.1.196,2.0,1612982042.0,100.0
5226,194.147.140.21,172.16.1.36,1.0,1612982042.0,0.0
5227,172.16.1.10,140.82.114.3,1.0,1612982045.0,100.0
5228,172.16.1.10,172.16.1.196,1.0,1612982045.0,100.0
5229,172.16.1.10,172.16.1.245,1.0,1612982045.0,100.0
5230,172.16.1.162,172.16.1.168,2.0,1612982045.0,100.0
5231,172.16.1.162,172.16.1.173,1.0,1612982045.0,100.0
5232,172.16.1.168,172.16.1.162,3.0,1612982045.0,100.0
5233,172.16.1.173,172.16.1.162,1.0,1612982045.0,100.0
5234,172.16.1.178,172.16.1.224,1.0,1612982045.0,100.0
5235,172.16.1.224,172.16.1.178,1.0,1612982045.0,100.0
5236,172.16.1.252,172.16.1.10,1.0,1612982045.0,100.0
5237,34.205.216.173,172.16.1.10,1.0,1612982045.0,100.0
5238,140.82.114.3,172.16.1.252,1.0,1612982046.0,100.0
5239,172.16.1.144,172.16.1.173,1.0,1612982046.0,100.0
5240,172.16.1.173,172.16.1.144,1.0,1612982046.0,100.0
5241,172.16.1.252,140.82.114.3,1.0,1612982046.0,100.0
5242,172.16.1.173,172.16.1.198,2.0,1612982048.0,100.0
5243,172.16.1.196,172.16.1.52,1.0,1612982049.0,100.0
5244,172.16.1.52,172.16.1.196,1.0,1612982049.0,100.0
5245,194.147.140.42,172.16.1.52,1.0,1612982049.0,0.0
5246,172.16.1.144,172.16.1.173,1.0,1612982050.0,100.0
5247,172.16.1.148,172.16.1.187,1.0,1612982050.0,100.0
5248,172.16.1.173,172.16.1.144,1.0,1612982050.0,100.0
5249,172.16.1.187,172.16.1.148,1.0,1612982050.0,100.0
5250,172.16.1.187,172.16.1.205,1.0,1612982050.0,100.0
5251,172.16.1.205,172.16.1.187,1.0,1612982050.0,100.0
5252,172.16.1.140,172.16.1.178,1.0,1612982051.0,100.0
5253,172.16.1.157,172.16.1.168,1.0,1612982051.0,100.0
5254,172.16.1.168,172.16.1.157,1.0,1612982051.0,100.0
5255,172.16.1.173,172.16.1.214,1.0,1612982051.0,100.0
5256,172.16.1.178,172.16.1.140,1.0,1612982051.0,100.0
5257,172.16.1.214,172.16.1.173,1.0,1612982051.0,100.0
5258,172.16.1.10,140.82.112.3,1.0,1612982052.0,100.0
5259,172.16.1.252,172.16.1.10,1.0,1612982052.0,100.0
5260,194.147.140.48,172.16.1.10,1.0,1612982052.0,100.0
5261,74.120.14.66,172.16.1.10,1.0,1612982052.0,100.0
5262,172.16.1.181,10.3.252.20,1.0,1612982053.0,100.0
5263,10.3.252.20,172.16.1.181,1.0,1612982054.0,100.0
5264,13.72.67.143,172.16.1.36,1.0,1612982056.0,100.0
5265,172.16.1.196,172.16.1.96,1.0,1612982056.0,100.0
5266,172.16.1.196,44.237.246.197,1.0,1612982056.0,100.0
5267,172.16.1.36,13.72.67.143,1.0,1612982056.0,100.0
5268,172.16.1.36,52.44.104.29,1.0,1612982056.0,100.0
5269,172.16.1.96,172.16.1.196,1.0,1612982056.0,100.0
5270,194.147.140.92,172.16.1.36,1.0,1612982056.0,0.0
5271,44.237.246.197,172.16.1.196,1.0,1612982056.0,100.0
5272,52.44.104.29,172.16.1.36,1.0,1612982056.0,100.0
5273,74.82.47.53,172.16.1.36,1.0,1612982056.0,0.0
5274,172.16.1.10,34.205.216.173,1.0,1612982058.0,100.0
5275,167.248.133.95,172.16.1.109,1.0,1612982059.0,0.0
5276,172.16.1.148,172.16.1.187,2.0,1612982060.0,100.0
5277,172.16.1.173,172.16.1.198,1.0,1612982060.0,100.0
5278,172.16.1.176,172.16.1.187,1.0,1612982060.0,100.0
5279,172.16.1.187,172.16.1.148,2.0,1612982060.0,100.0
5280,172.16.1.187,172.16.1.176,1.0,1612982060.0,100.0
5281,172.16.1.187,172.16.1.205,3.0,1612982060.0,100.0
5282,172.16.1.196,172.16.1.96,1.0,1612982060.0,100.0
5283,172.16.1.198,172.16.1.173,1.0,1612982060.0,100.0
5284,172.16.1.205,172.16.1.187,3.0,1612982060.0,100.0
5285,172.16.1.96,172.16.1.196,1.0,1612982060.0,100.0
5286,172.16.1.96,50.245.225.205,12.0,1612982060.0,100.0
5287,50.245.225.205,172.16.1.96,12.0,1612982060.0,100.0
5288,172.16.1.162,172.16.1.168,1.0,1612982061.0,100.0
5289,172.16.1.162,172.16.1.173,1.0,1612982061.0,100.0
5290,172.16.1.168,172.16.1.162,1.0,1612982061.0,100.0
5291,172.16.1.173,172.16.1.162,1.0,1612982061.0,100.0
5292,172.16.1.10,35.168.5.6,1.0,1612982062.0,100.0
5293,172.16.1.196,172.16.1.52,1.0,1612982062.0,100.0
5294,172.16.1.52,172.16.1.196,1.0,1612982062.0,100.0
5295,172.16.1.157,172.16.1.168,1.0,1612982063.0,100.0
5296,172.16.1.168,172.16.1.157,1.0,1612982063.0,100.0
5297,172.16.1.168,172.16.1.176,1.0,1612982063.0,100.0
5298,172.16.1.176,172.16.1.168,1.0,1612982063.0,100.0
5299,172.16.1.157,172.16.1.168,2.0,1612982064.0,100.0
5300,172.16.1.162,172.16.1.168,8.0,1612982064.0,100.0
5301,172.16.1.168,172.16.1.157,2.0,1612982064.0,100.0
5302,172.16.1.168,172.16.1.162,8.0,1612982064.0,100.0
5303,172.16.1.168,172.16.1.176,1.0,1612982064.0,100.0
5304,172.16.1.168,172.16.1.238,2.0,1612982064.0,100.0
5305,172.16.1.176,172.16.1.168,1.0,1612982064.0,100.0
5306,172.16.1.178,172.16.1.224,1.0,1612982064.0,100.0
5307,172.16.1.224,172.16.1.178,1.0,1612982064.0,100.0
5308,172.16.1.238,172.16.1.168,2.0,1612982064.0,100.0
5309,172.16.1.196,172.16.1.52,1.0,1612982066.0,100.0
5310,172.16.1.196,172.16.1.96,6.0,1612982066.0,100.0
5311,172.16.1.196,44.231.94.255,1.0,1612982066.0,100.0
5312,172.16.1.52,172.16.1.196,1.0,1612982066.0,100.0
5313,172.16.1.96,172.16.1.196,6.0,1612982066.0,100.0
5314,44.231.94.255,172.16.1.196,1.0,1612982066.0,100.0
5315,172.16.1.144,172.16.1.173,1.0,1612982069.0,100.0
5316,172.16.1.173,172.16.1.144,1.0,1612982069.0,100.0
5317,140.82.114.3,172.16.1.10,1.0,1612982070.0,100.0
5318,172.16.1.10,172.16.1.173,1.0,1612982070.0,100.0
5319,172.16.1.10,172.16.1.241,1.0,1612982070.0,100.0
5320,172.16.1.10,172.16.1.252,1.0,1612982070.0,100.0
5321,172.16.1.10,44.231.94.255,1.0,1612982070.0,100.0
5322,172.16.1.10,44.237.246.197,1.0,1612982070.0,100.0
5323,172.16.1.10,52.94.231.130,1.0,1612982070.0,100.0
5324,172.16.1.173,172.16.1.10,1.0,1612982070.0,100.0
5325,172.16.1.196,172.16.1.10,1.0,1612982070.0,100.0
5326,182.71.214.100,172.16.1.10,1.0,1612982070.0,100.0
5327,35.168.5.6,172.16.1.10,1.0,1612982070.0,100.0
5328,52.46.153.3,172.16.1.10,1.0,1612982070.0,100.0
5329,52.46.155.56,172.16.1.10,1.0,1612982070.0,100.0
5330,172.16.1.176,172.16.1.178,1.0,1612982071.0,100.0
5331,172.16.1.178,172.16.1.176,1.0,1612982071.0,100.0
