,sourceIP,destIP,numOfRequest,time,acceptanceRate
25195,194.147.140.22,172.16.1.96,1.0,1612987654.0,0.0
25196,172.16.1.10,172.16.1.173,1.0,1612987655.0,100.0
25197,172.16.1.10,172.16.1.250,1.0,1612987655.0,100.0
25198,172.16.1.10,52.46.150.26,1.0,1612987655.0,100.0
25199,172.16.1.173,172.16.1.10,1.0,1612987655.0,100.0
25200,34.205.216.173,172.16.1.10,1.0,1612987655.0,100.0
25201,52.46.142.178,172.16.1.10,1.0,1612987655.0,100.0
25202,172.16.1.10,172.16.1.173,1.0,1612987656.0,100.0
25203,172.16.1.162,172.16.1.168,1.0,1612987656.0,100.0
25204,172.16.1.168,172.16.1.162,1.0,1612987656.0,100.0
25205,10.3.252.33,172.16.1.196,8.0,1612987657.0,0.0
25206,172.16.1.109,172.16.1.250,1.0,1612987657.0,100.0
25207,172.16.1.144,172.16.1.173,1.0,1612987657.0,100.0
25208,172.16.1.173,172.16.1.144,1.0,1612987657.0,100.0
25209,172.16.1.196,172.16.1.52,1.0,1612987657.0,100.0
25210,172.16.1.196,172.16.1.96,2.0,1612987657.0,100.0
25211,172.16.1.250,172.16.1.109,1.0,1612987657.0,100.0
25212,172.16.1.52,172.16.1.196,1.0,1612987657.0,100.0
25213,172.16.1.96,172.16.1.196,2.0,1612987657.0,100.0
25214,194.147.140.42,172.16.1.109,1.0,1612987657.0,0.0
25215,209.17.96.186,172.16.1.109,1.0,1612987657.0,0.0
25216,172.16.1.140,172.16.1.178,1.0,1612987659.0,100.0
25217,172.16.1.168,172.16.1.162,1.0,1612987659.0,100.0
25218,172.16.1.178,172.16.1.140,1.0,1612987659.0,100.0
25219,13.72.67.143,172.16.1.36,1.0,1612987660.0,100.0
25220,172.16.1.144,172.16.1.173,2.0,1612987660.0,100.0
25221,172.16.1.162,172.16.1.173,2.0,1612987660.0,100.0
25222,172.16.1.173,172.16.1.144,2.0,1612987660.0,100.0
25223,172.16.1.173,172.16.1.162,2.0,1612987660.0,100.0
25224,172.16.1.173,172.16.1.198,3.0,1612987660.0,100.0
25225,172.16.1.173,172.16.1.214,2.0,1612987660.0,100.0
25226,172.16.1.173,52.46.142.178,1.0,1612987660.0,100.0
25227,172.16.1.173,52.46.143.188,1.0,1612987660.0,100.0
25228,172.16.1.173,52.46.150.26,1.0,1612987660.0,100.0
25229,172.16.1.173,52.46.159.225,1.0,1612987660.0,100.0
25230,172.16.1.173,54.239.31.225,1.0,1612987660.0,100.0
25231,172.16.1.198,172.16.1.173,3.0,1612987660.0,100.0
25232,172.16.1.214,172.16.1.173,2.0,1612987660.0,100.0
25233,172.16.1.250,172.16.1.36,1.0,1612987660.0,100.0
25234,172.16.1.36,13.72.67.143,1.0,1612987660.0,100.0
25235,172.16.1.36,172.16.1.250,1.0,1612987660.0,100.0
25236,194.147.140.107,172.16.1.36,1.0,1612987660.0,0.0
25237,194.147.140.63,172.16.1.173,1.0,1612987660.0,0.0
25238,194.147.140.67,172.16.1.173,1.0,1612987660.0,0.0
25239,45.135.232.109,172.16.1.173,1.0,1612987660.0,0.0
25240,45.155.205.162,172.16.1.173,1.0,1612987660.0,0.0
25241,52.46.142.178,172.16.1.173,1.0,1612987660.0,100.0
25242,52.46.143.188,172.16.1.173,1.0,1612987660.0,100.0
25243,52.46.150.26,172.16.1.173,1.0,1612987660.0,100.0
25244,52.46.159.225,172.16.1.173,1.0,1612987660.0,100.0
25245,54.239.31.225,172.16.1.173,1.0,1612987660.0,100.0
25246,92.63.197.55,172.16.1.173,1.0,1612987660.0,0.0
25247,172.16.1.196,172.16.1.52,1.0,1612987662.0,100.0
25248,172.16.1.52,172.16.1.196,1.0,1612987662.0,100.0
25249,172.16.1.10,172.16.1.173,1.0,1612987666.0,100.0
25250,172.16.1.10,52.94.231.162,1.0,1612987666.0,100.0
25251,35.168.5.6,172.16.1.10,1.0,1612987666.0,100.0
25252,167.71.236.220,172.16.1.96,1.0,1612987668.0,0.0
25253,172.16.1.140,172.16.1.178,2.0,1612987668.0,100.0
25254,172.16.1.176,172.16.1.178,1.0,1612987668.0,100.0
25255,172.16.1.178,172.16.1.140,2.0,1612987668.0,100.0
25256,172.16.1.178,172.16.1.176,1.0,1612987668.0,100.0
25257,172.16.1.178,172.16.1.224,2.0,1612987668.0,100.0
25258,172.16.1.196,172.16.1.96,2.0,1612987668.0,100.0
25259,172.16.1.224,172.16.1.178,2.0,1612987668.0,100.0
25260,172.16.1.96,172.16.1.196,2.0,1612987668.0,100.0
25261,209.17.97.90,172.16.1.96,1.0,1612987668.0,0.0
25262,45.155.205.225,172.16.1.96,1.0,1612987668.0,0.0
25263,10.3.252.33,172.16.1.196,6.0,1612987669.0,0.0
25264,172.16.1.109,172.16.1.250,2.0,1612987669.0,100.0
25265,172.16.1.109,52.44.104.29,2.0,1612987669.0,100.0
25266,172.16.1.144,172.16.1.173,1.0,1612987669.0,100.0
25267,172.16.1.173,172.16.1.144,1.0,1612987669.0,100.0
25268,172.16.1.250,172.16.1.109,2.0,1612987669.0,100.0
25269,52.44.104.29,172.16.1.109,2.0,1612987669.0,100.0
25270,172.16.1.162,172.16.1.168,1.0,1612987670.0,100.0
25271,172.16.1.168,172.16.1.162,2.0,1612987670.0,100.0
25272,172.16.1.176,172.16.1.187,1.0,1612987670.0,100.0
25273,172.16.1.187,172.16.1.176,1.0,1612987670.0,100.0
25274,172.16.1.168,172.16.1.238,1.0,1612987671.0,100.0
25275,172.16.1.238,172.16.1.168,1.0,1612987671.0,100.0
25276,89.248.168.176,172.16.1.52,1.0,1612987672.0,0.0
25277,172.16.1.109,172.16.1.250,5.0,1612987674.0,100.0
25278,172.16.1.157,172.16.1.168,2.0,1612987674.0,100.0
25279,172.16.1.162,172.16.1.168,2.0,1612987674.0,100.0
25280,172.16.1.162,172.16.1.173,1.0,1612987674.0,100.0
25281,172.16.1.168,172.16.1.157,2.0,1612987674.0,100.0
25282,172.16.1.168,172.16.1.162,2.0,1612987674.0,100.0
25283,172.16.1.173,172.16.1.162,1.0,1612987674.0,100.0
25284,172.16.1.250,172.16.1.109,5.0,1612987674.0,100.0
25285,172.16.1.250,172.16.1.36,5.0,1612987674.0,100.0
25286,172.16.1.250,34.205.216.173,1.0,1612987674.0,100.0
25287,172.16.1.250,35.168.5.6,1.0,1612987674.0,100.0
25288,172.16.1.36,172.16.1.250,5.0,1612987674.0,100.0
25289,34.205.216.173,172.16.1.250,1.0,1612987674.0,100.0
25290,35.168.5.6,172.16.1.250,1.0,1612987674.0,100.0
25291,172.16.1.173,172.16.1.198,1.0,1612987675.0,100.0
25292,172.16.1.198,172.16.1.173,1.0,1612987675.0,100.0
25293,172.16.1.250,172.16.1.36,1.0,1612987676.0,100.0
25294,172.16.1.36,172.16.1.250,1.0,1612987676.0,100.0
25295,194.147.140.25,172.16.1.36,1.0,1612987676.0,0.0
25296,194.147.140.76,172.16.1.36,1.0,1612987676.0,0.0
25297,172.16.1.173,172.16.1.214,1.0,1612987681.0,100.0
25298,172.16.1.214,172.16.1.173,1.0,1612987681.0,100.0
25299,167.71.175.10,172.16.1.36,1.0,1612987682.0,100.0
25300,172.16.1.250,172.16.1.36,2.0,1612987682.0,100.0
25301,172.16.1.36,167.71.175.10,1.0,1612987682.0,100.0
25302,172.16.1.36,172.16.1.250,2.0,1612987682.0,100.0
25303,140.82.113.3,172.16.1.10,1.0,1612987683.0,100.0
25304,172.16.1.10,140.82.113.3,1.0,1612987683.0,100.0
25305,172.16.1.10,172.16.1.173,1.0,1612987683.0,100.0
25306,172.16.1.10,172.16.1.252,1.0,1612987683.0,100.0
25307,172.16.1.168,172.16.1.162,1.0,1612987683.0,100.0
25308,172.16.1.187,172.16.1.205,1.0,1612987683.0,100.0
25309,172.16.1.205,172.16.1.187,1.0,1612987683.0,100.0
25310,172.16.1.241,172.16.1.10,1.0,1612987683.0,100.0
25311,172.16.1.252,172.16.1.10,1.0,1612987683.0,100.0
25312,115.42.127.133,172.16.1.96,1.0,1612987684.0,0.0
25313,172.16.1.10,172.16.1.173,1.0,1612987684.0,100.0
25314,172.16.1.10,172.16.1.250,1.0,1612987684.0,100.0
25315,172.16.1.10,34.205.216.173,1.0,1612987684.0,100.0
25316,172.16.1.10,35.168.5.6,1.0,1612987684.0,100.0
25317,172.16.1.10,54.239.31.225,1.0,1612987684.0,100.0
25318,172.16.1.140,172.16.1.178,1.0,1612987684.0,100.0
25319,172.16.1.148,172.16.1.187,1.0,1612987684.0,100.0
25320,172.16.1.173,172.16.1.10,1.0,1612987684.0,100.0
25321,172.16.1.178,172.16.1.140,1.0,1612987684.0,100.0
25322,172.16.1.187,172.16.1.148,1.0,1612987684.0,100.0
25323,172.16.1.250,172.16.1.10,2.0,1612987684.0,100.0
25324,193.27.229.219,172.16.1.96,1.0,1612987684.0,0.0
25325,194.147.140.107,172.16.1.10,1.0,1612987684.0,100.0
25326,35.168.5.6,172.16.1.10,1.0,1612987684.0,100.0
25327,52.46.159.225,172.16.1.10,1.0,1612987684.0,100.0
25328,94.102.51.17,172.16.1.10,1.0,1612987684.0,100.0
25329,172.16.1.109,172.16.1.250,1.0,1612987685.0,100.0
25330,172.16.1.250,172.16.1.109,1.0,1612987685.0,100.0
25331,81.161.63.103,172.16.1.109,1.0,1612987685.0,0.0
25332,10.3.252.33,172.16.1.196,2.0,1612987686.0,0.0
25333,172.16.1.10,50.205.244.107,1.0,1612987686.0,100.0
25334,172.16.1.10,52.46.154.140,1.0,1612987686.0,100.0
25335,172.16.1.196,172.16.1.96,2.0,1612987686.0,100.0
25336,172.16.1.96,172.16.1.196,2.0,1612987686.0,100.0
25337,128.199.87.139,172.16.1.52,1.0,1612987690.0,0.0
25338,140.82.113.3,172.16.1.252,1.0,1612987690.0,100.0
25339,172.16.1.196,172.16.1.52,2.0,1612987690.0,100.0
25340,172.16.1.252,140.82.113.3,1.0,1612987690.0,100.0
25341,172.16.1.52,172.16.1.196,2.0,1612987690.0,100.0
25342,192.241.214.135,172.16.1.52,1.0,1612987690.0,0.0
25343,194.147.140.68,172.16.1.52,1.0,1612987690.0,0.0
25344,199.19.225.150,172.16.1.52,1.0,1612987690.0,0.0
25345,172.16.1.162,172.16.1.168,1.0,1612987691.0,100.0
25346,172.16.1.168,172.16.1.162,1.0,1612987691.0,100.0
25347,10.3.252.33,172.16.1.241,30.0,1612987692.0,0.0
25348,172.16.1.173,172.16.1.198,1.0,1612987692.0,100.0
25349,172.16.1.198,172.16.1.173,1.0,1612987692.0,100.0
25350,172.16.1.173,172.16.1.198,1.0,1612987694.0,100.0
25351,172.16.1.10,172.16.1.173,1.0,1612987695.0,100.0
25352,172.16.1.10,172.16.1.250,1.0,1612987695.0,100.0
25353,172.16.1.162,172.16.1.168,1.0,1612987695.0,100.0
25354,172.16.1.168,172.16.1.162,1.0,1612987695.0,100.0
25355,172.16.1.168,172.16.1.176,1.0,1612987695.0,100.0
25356,172.16.1.173,172.16.1.162,1.0,1612987695.0,100.0
25357,172.16.1.176,172.16.1.168,1.0,1612987695.0,100.0
25358,172.16.1.241,172.16.1.10,1.0,1612987695.0,100.0
25359,52.46.150.26,172.16.1.10,1.0,1612987695.0,100.0
25360,172.16.1.173,172.16.1.162,1.0,1612987696.0,100.0
25361,172.16.1.168,172.16.1.238,1.0,1612987697.0,100.0
25362,172.16.1.238,172.16.1.168,1.0,1612987697.0,100.0
25363,172.16.1.181,10.3.252.20,1.0,1612987698.0,100.0
25364,172.16.1.140,172.16.1.178,1.0,1612987702.0,100.0
25365,172.16.1.178,172.16.1.140,1.0,1612987702.0,100.0
25366,172.16.1.109,172.16.1.250,2.0,1612987703.0,100.0
25367,172.16.1.176,172.16.1.178,1.0,1612987703.0,100.0
25368,172.16.1.178,172.16.1.176,1.0,1612987703.0,100.0
25369,172.16.1.250,172.16.1.109,2.0,1612987703.0,100.0
25370,194.147.140.75,172.16.1.109,1.0,1612987703.0,0.0
25371,34.242.224.54,172.16.1.109,1.0,1612987703.0,0.0
25372,45.155.205.149,172.16.1.109,1.0,1612987703.0,0.0
25373,10.3.252.33,172.16.1.196,2.0,1612987704.0,0.0
25374,172.16.1.148,172.16.1.187,2.0,1612987704.0,100.0
25375,172.16.1.176,172.16.1.187,1.0,1612987704.0,100.0
25376,172.16.1.178,172.16.1.224,2.0,1612987704.0,100.0
25377,172.16.1.187,172.16.1.148,2.0,1612987704.0,100.0
25378,172.16.1.187,172.16.1.176,1.0,1612987704.0,100.0
25379,172.16.1.187,172.16.1.205,2.0,1612987704.0,100.0
25380,172.16.1.196,172.16.1.52,3.0,1612987704.0,100.0
25381,172.16.1.196,172.16.1.96,1.0,1612987704.0,100.0
25382,172.16.1.205,172.16.1.187,2.0,1612987704.0,100.0
25383,172.16.1.224,172.16.1.178,2.0,1612987704.0,100.0
25384,172.16.1.250,172.16.1.36,1.0,1612987704.0,100.0
25385,172.16.1.36,172.16.1.250,1.0,1612987704.0,100.0
25386,172.16.1.52,172.16.1.196,3.0,1612987704.0,100.0
25387,172.16.1.96,172.16.1.196,1.0,1612987704.0,100.0
25388,209.17.97.58,172.16.1.36,1.0,1612987704.0,0.0
25389,172.16.1.173,172.16.1.198,2.0,1612987705.0,100.0
25390,172.16.1.196,172.16.1.52,1.0,1612987705.0,100.0
25391,172.16.1.198,172.16.1.173,2.0,1612987705.0,100.0
25392,172.16.1.52,172.16.1.196,1.0,1612987705.0,100.0
25393,194.147.140.98,172.16.1.52,1.0,1612987705.0,0.0
25394,209.17.97.74,172.16.1.52,1.0,1612987705.0,0.0
25395,81.161.63.100,172.16.1.10,1.0,1612987705.0,100.0
25396,172.16.1.157,172.16.1.168,2.0,1612987706.0,100.0
25397,172.16.1.162,172.16.1.168,7.0,1612987706.0,100.0
25398,172.16.1.168,172.16.1.157,2.0,1612987706.0,100.0
25399,172.16.1.168,172.16.1.162,7.0,1612987706.0,100.0
25400,172.16.1.168,172.16.1.176,1.0,1612987706.0,100.0
25401,172.16.1.168,172.16.1.238,2.0,1612987706.0,100.0
25402,172.16.1.176,172.16.1.168,1.0,1612987706.0,100.0
25403,172.16.1.238,172.16.1.168,2.0,1612987706.0,100.0
25404,172.16.1.10,172.16.1.241,1.0,1612987708.0,100.0
25405,172.16.1.10,52.46.142.178,1.0,1612987708.0,100.0
25406,172.16.1.173,172.16.1.10,1.0,1612987708.0,100.0
25407,52.46.154.140,172.16.1.10,1.0,1612987708.0,100.0
25408,172.16.1.10,35.168.5.6,1.0,1612987710.0,100.0
25409,172.16.1.168,172.16.1.162,1.0,1612987710.0,100.0
25410,172.16.1.250,172.16.1.36,1.0,1612987710.0,100.0
25411,172.16.1.36,172.16.1.250,1.0,1612987710.0,100.0
25412,172.16.1.36,52.44.104.29,1.0,1612987710.0,100.0
25413,194.147.140.18,172.16.1.36,1.0,1612987710.0,0.0
25414,194.147.140.80,172.16.1.36,1.0,1612987710.0,0.0
25415,52.44.104.29,172.16.1.36,1.0,1612987710.0,100.0
25416,52.46.143.188,172.16.1.10,1.0,1612987710.0,100.0
25417,172.16.1.173,172.16.1.214,2.0,1612987714.0,100.0
25418,172.16.1.214,172.16.1.173,2.0,1612987714.0,100.0
25419,106.13.75.158,172.16.1.96,1.0,1612987715.0,0.0
25420,172.16.1.10,172.16.1.173,2.0,1612987715.0,100.0
25421,172.16.1.10,172.16.1.241,1.0,1612987715.0,100.0
25422,172.16.1.196,172.16.1.96,1.0,1612987715.0,100.0
25423,172.16.1.245,50.205.244.107,1.0,1612987715.0,100.0
25424,172.16.1.96,172.16.1.196,1.0,1612987715.0,100.0
25425,194.147.140.91,172.16.1.10,1.0,1612987715.0,100.0
25426,194.147.140.97,172.16.1.10,1.0,1612987715.0,100.0
25427,209.17.96.26,172.16.1.96,1.0,1612987715.0,0.0
25428,50.205.244.107,172.16.1.245,1.0,1612987715.0,100.0
25429,52.94.231.162,172.16.1.10,1.0,1612987715.0,100.0
25430,54.239.31.225,172.16.1.10,1.0,1612987715.0,100.0
25431,85.21.78.23,172.16.1.10,1.0,1612987715.0,100.0
25432,94.102.51.28,172.16.1.96,1.0,1612987715.0,0.0
25433,172.16.1.144,172.16.1.173,1.0,1612987717.0,100.0
25434,172.16.1.173,172.16.1.144,1.0,1612987717.0,100.0
25435,172.16.1.196,172.16.1.52,2.0,1612987719.0,100.0
25436,172.16.1.52,172.16.1.196,2.0,1612987719.0,100.0
25437,134.175.88.115,172.16.1.173,1.0,1612987720.0,0.0
25438,172.16.1.144,172.16.1.173,2.0,1612987720.0,100.0
25439,172.16.1.162,172.16.1.173,4.0,1612987720.0,100.0
25440,172.16.1.173,172.16.1.144,2.0,1612987720.0,100.0
25441,172.16.1.173,172.16.1.162,4.0,1612987720.0,100.0
25442,172.16.1.173,172.16.1.198,1.0,1612987720.0,100.0
25443,172.16.1.173,172.16.1.214,2.0,1612987720.0,100.0
25444,172.16.1.173,52.46.142.178,1.0,1612987720.0,100.0
25445,172.16.1.173,52.46.154.86,1.0,1612987720.0,100.0
25446,172.16.1.173,52.94.229.96,1.0,1612987720.0,100.0
25447,172.16.1.173,52.94.231.162,1.0,1612987720.0,100.0
25448,172.16.1.173,54.239.31.225,1.0,1612987720.0,100.0
25449,172.16.1.198,172.16.1.173,1.0,1612987720.0,100.0
25450,172.16.1.214,172.16.1.173,2.0,1612987720.0,100.0
25451,194.147.140.152,172.16.1.173,1.0,1612987720.0,0.0
25452,194.147.140.42,172.16.1.173,1.0,1612987720.0,0.0
25453,194.147.140.70,172.16.1.173,1.0,1612987720.0,0.0
25454,203.25.222.20,172.16.1.173,1.0,1612987720.0,0.0
25455,209.17.96.90,172.16.1.173,1.0,1612987720.0,0.0
25456,52.46.142.178,172.16.1.173,1.0,1612987720.0,100.0
25457,52.46.154.86,172.16.1.173,1.0,1612987720.0,100.0
25458,52.94.229.96,172.16.1.173,1.0,1612987720.0,100.0
25459,52.94.231.162,172.16.1.173,1.0,1612987720.0,100.0
25460,54.239.31.225,172.16.1.173,1.0,1612987720.0,100.0
25461,172.16.1.196,172.16.1.96,3.0,1612987721.0,100.0
25462,172.16.1.96,172.16.1.196,3.0,1612987721.0,100.0
25463,161.35.59.223,172.16.1.109,1.0,1612987723.0,0.0
25464,167.248.133.79,172.16.1.96,1.0,1612987723.0,0.0
25465,172.16.1.109,172.16.1.250,1.0,1612987723.0,100.0
25466,172.16.1.196,172.16.1.96,1.0,1612987723.0,100.0
25467,172.16.1.245,172.16.1.10,1.0,1612987723.0,100.0
25468,172.16.1.250,172.16.1.109,1.0,1612987723.0,100.0
25469,172.16.1.96,172.16.1.196,1.0,1612987723.0,100.0
25470,185.153.197.142,172.16.1.96,1.0,1612987723.0,0.0
25471,194.147.140.104,172.16.1.109,1.0,1612987723.0,0.0
25472,194.147.140.104,172.16.1.96,1.0,1612987723.0,0.0
25473,194.147.140.28,172.16.1.109,1.0,1612987723.0,0.0
25474,35.168.5.6,172.16.1.10,1.0,1612987723.0,100.0
25475,80.82.65.90,172.16.1.96,1.0,1612987723.0,0.0
25476,10.3.252.33,172.16.1.196,2.0,1612987725.0,0.0
25477,172.16.1.196,172.16.1.52,2.0,1612987725.0,100.0
25478,172.16.1.52,172.16.1.196,2.0,1612987725.0,100.0
25479,172.16.1.187,172.16.1.205,2.0,1612987727.0,100.0
25480,172.16.1.205,172.16.1.187,2.0,1612987727.0,100.0
25481,172.16.1.140,172.16.1.178,2.0,1612987728.0,100.0
25482,172.16.1.176,172.16.1.178,1.0,1612987728.0,100.0
25483,172.16.1.178,172.16.1.140,2.0,1612987728.0,100.0
25484,172.16.1.178,172.16.1.176,1.0,1612987728.0,100.0
25485,172.16.1.178,172.16.1.224,2.0,1612987728.0,100.0
25486,172.16.1.224,172.16.1.178,2.0,1612987728.0,100.0
25487,50.205.244.107,172.16.1.10,1.0,1612987728.0,100.0
25488,193.27.229.225,172.16.1.36,1.0,1612987729.0,0.0
25489,194.147.140.76,172.16.1.36,1.0,1612987729.0,0.0
25490,172.16.1.157,172.16.1.168,1.0,1612987730.0,100.0
25491,172.16.1.162,172.16.1.173,1.0,1612987730.0,100.0
25492,172.16.1.168,172.16.1.157,1.0,1612987730.0,100.0
25493,172.16.1.173,172.16.1.162,1.0,1612987730.0,100.0
25494,172.16.1.176,172.16.1.187,1.0,1612987730.0,100.0
25495,172.16.1.187,172.16.1.176,1.0,1612987730.0,100.0
25496,84.38.185.109,172.16.1.52,1.0,1612987732.0,0.0
25497,92.63.197.55,172.16.1.52,1.0,1612987732.0,0.0
25498,172.16.1.109,172.16.1.250,4.0,1612987734.0,100.0
25499,172.16.1.196,172.16.1.96,1.0,1612987734.0,100.0
25500,172.16.1.250,172.16.1.109,4.0,1612987734.0,100.0
25501,172.16.1.250,172.16.1.36,4.0,1612987734.0,100.0
25502,172.16.1.250,34.205.216.173,1.0,1612987734.0,100.0
25503,172.16.1.250,35.168.5.6,1.0,1612987734.0,100.0
25504,172.16.1.250,44.190.40.123,1.0,1612987734.0,100.0
25505,172.16.1.36,172.16.1.250,4.0,1612987734.0,100.0
25506,172.16.1.96,172.16.1.196,1.0,1612987734.0,100.0
25507,34.205.216.173,172.16.1.250,1.0,1612987734.0,100.0
25508,35.168.5.6,172.16.1.250,2.0,1612987734.0,50.0
25509,44.190.40.123,172.16.1.250,1.0,1612987734.0,100.0
25510,172.16.1.10,172.16.1.173,2.0,1612987735.0,100.0
25511,172.16.1.10,172.16.1.250,1.0,1612987735.0,100.0
25512,172.16.1.10,35.168.5.6,1.0,1612987735.0,100.0
25513,172.16.1.10,44.190.40.123,1.0,1612987735.0,100.0
25514,172.16.1.162,172.16.1.173,2.0,1612987735.0,100.0
25515,172.16.1.173,172.16.1.162,2.0,1612987735.0,100.0
25516,172.16.1.250,172.16.1.10,2.0,1612987735.0,100.0
25517,44.190.40.123,172.16.1.10,1.0,1612987735.0,100.0
25518,52.46.142.178,172.16.1.10,1.0,1612987735.0,100.0
25519,52.94.231.162,172.16.1.10,1.0,1612987735.0,100.0
25520,74.120.14.88,172.16.1.10,1.0,1612987735.0,100.0
25521,172.16.1.250,172.16.1.36,3.0,1612987737.0,100.0
25522,172.16.1.36,172.16.1.250,3.0,1612987737.0,100.0
25523,172.16.1.168,172.16.1.238,1.0,1612987738.0,100.0
25524,172.16.1.238,172.16.1.168,1.0,1612987738.0,100.0
25525,10.3.252.33,172.16.1.196,2.0,1612987740.0,0.0
25526,140.82.114.4,172.16.1.10,1.0,1612987740.0,100.0
25527,172.16.1.10,172.16.1.196,1.0,1612987740.0,100.0
25528,172.16.1.10,172.16.1.241,1.0,1612987740.0,100.0
25529,172.16.1.10,172.16.1.250,1.0,1612987740.0,100.0
25530,172.16.1.10,172.16.1.252,1.0,1612987740.0,100.0
25531,172.16.1.10,34.205.216.173,1.0,1612987740.0,100.0
25532,172.16.1.10,35.168.5.6,1.0,1612987740.0,100.0
25533,172.16.1.10,52.201.183.155,1.0,1612987740.0,100.0
25534,172.16.1.196,172.16.1.10,1.0,1612987740.0,100.0
25535,172.16.1.241,172.16.1.10,1.0,1612987740.0,100.0
25536,172.16.1.250,172.16.1.10,1.0,1612987740.0,100.0
25537,185.236.11.9,172.16.1.10,1.0,1612987740.0,100.0
25538,34.205.216.173,172.16.1.10,1.0,1612987740.0,100.0
25539,35.168.5.6,172.16.1.10,1.0,1612987740.0,100.0
25540,52.201.183.155,172.16.1.10,1.0,1612987740.0,100.0
25541,13.72.67.143,172.16.1.109,1.0,1612987741.0,100.0
25542,172.16.1.10,172.16.1.245,1.0,1612987741.0,100.0
25543,172.16.1.10,52.46.142.178,1.0,1612987741.0,100.0
25544,172.16.1.109,13.72.67.143,1.0,1612987741.0,100.0
25545,172.16.1.109,172.16.1.250,1.0,1612987741.0,100.0
25546,172.16.1.109,52.44.104.29,1.0,1612987741.0,100.0
25547,172.16.1.173,172.16.1.10,1.0,1612987741.0,100.0
25548,172.16.1.250,172.16.1.109,1.0,1612987741.0,100.0
25549,194.147.140.88,172.16.1.109,1.0,1612987741.0,0.0
25550,52.44.104.29,172.16.1.109,1.0,1612987741.0,100.0
25551,52.46.142.178,172.16.1.10,1.0,1612987741.0,100.0
25552,172.16.1.162,172.16.1.168,1.0,1612987744.0,100.0
25553,172.16.1.168,172.16.1.162,1.0,1612987744.0,100.0
25554,172.16.1.162,172.16.1.168,1.0,1612987746.0,100.0
25555,172.16.1.168,172.16.1.162,1.0,1612987746.0,100.0
25556,172.16.1.162,172.16.1.168,2.0,1612987747.0,100.0
25557,172.16.1.168,172.16.1.162,3.0,1612987747.0,100.0
25558,172.16.1.173,172.16.1.162,1.0,1612987747.0,100.0
25559,172.16.1.178,172.16.1.224,1.0,1612987747.0,100.0
25560,172.16.1.224,172.16.1.178,1.0,1612987747.0,100.0
25561,172.16.1.157,172.16.1.168,1.0,1612987748.0,100.0
25562,172.16.1.168,172.16.1.157,1.0,1612987748.0,100.0
25563,140.82.114.4,172.16.1.252,1.0,1612987749.0,100.0
25564,172.16.1.252,140.82.114.4,1.0,1612987749.0,100.0
25565,182.129.181.11,172.16.1.52,1.0,1612987749.0,0.0
25566,185.236.11.4,172.16.1.52,1.0,1612987749.0,0.0
25567,194.147.140.107,172.16.1.52,1.0,1612987749.0,0.0
25568,172.16.1.148,172.16.1.187,2.0,1612987750.0,100.0
25569,172.16.1.187,172.16.1.148,2.0,1612987750.0,100.0
25570,10.3.252.33,172.16.1.241,60.0,1612987752.0,0.0
25571,172.16.1.162,172.16.1.168,1.0,1612987752.0,100.0
25572,172.16.1.168,172.16.1.162,1.0,1612987752.0,100.0
25573,172.16.1.241,35.168.5.6,1.0,1612987752.0,100.0
25574,172.16.1.241,85.21.78.23,1.0,1612987752.0,100.0
25575,35.168.5.6,172.16.1.241,1.0,1612987752.0,100.0
25576,85.21.78.23,172.16.1.241,1.0,1612987752.0,100.0
25577,172.16.1.144,172.16.1.173,1.0,1612987753.0,100.0
25578,172.16.1.173,172.16.1.144,1.0,1612987753.0,100.0
25579,172.16.1.196,172.16.1.96,2.0,1612987753.0,100.0
25580,172.16.1.250,172.16.1.36,2.0,1612987753.0,100.0
25581,172.16.1.36,172.16.1.250,2.0,1612987753.0,100.0
25582,172.16.1.96,172.16.1.196,2.0,1612987753.0,100.0
25583,186.232.49.63,172.16.1.36,1.0,1612987753.0,0.0
25584,194.147.140.62,172.16.1.96,1.0,1612987753.0,0.0
25585,194.147.140.76,172.16.1.96,1.0,1612987753.0,0.0
25586,45.227.255.197,172.16.1.96,11.0,1612987753.0,0.0
25587,10.3.252.33,172.16.1.196,1.0,1612987754.0,0.0
25588,104.194.8.227,172.16.1.10,1.0,1612987754.0,100.0
25589,172.16.1.10,172.16.1.173,4.0,1612987754.0,100.0
25590,172.16.1.10,172.16.1.250,1.0,1612987754.0,100.0
25591,172.16.1.10,172.16.1.252,1.0,1612987754.0,100.0
25592,172.16.1.10,52.46.146.57,1.0,1612987754.0,100.0
25593,172.16.1.10,52.94.229.96,1.0,1612987754.0,100.0
25594,172.16.1.173,172.16.1.10,2.0,1612987754.0,100.0
25595,172.16.1.196,172.16.1.96,1.0,1612987754.0,100.0
25596,172.16.1.96,172.16.1.196,1.0,1612987754.0,100.0
25597,209.17.96.178,172.16.1.10,1.0,1612987754.0,100.0
25598,34.205.216.173,172.16.1.10,1.0,1612987754.0,100.0
25599,52.46.146.57,172.16.1.10,1.0,1612987754.0,100.0
25600,52.46.154.140,172.16.1.10,1.0,1612987754.0,100.0
25601,52.46.154.86,172.16.1.10,1.0,1612987754.0,100.0
25602,52.94.229.96,172.16.1.10,1.0,1612987754.0,100.0
25603,172.16.1.168,172.16.1.176,1.0,1612987755.0,100.0
25604,172.16.1.176,172.16.1.168,1.0,1612987755.0,100.0
